"","feature","metadata","value","qvalue"
"F31757","F31757","diagnosis2","CD.dys",0.407271637519414
"F62578","F62578","diagnosis2","CD.dys",0.407271637519414
"F5247","F5247","diagnosis2","CD.dys",0.407271637519414
"F30874","F30874","diagnosis2","CD.dys",0.407271637519414
"F38390","F38390","diagnosis2","CD.dys",0.407271637519414
"F26154","F26154","diagnosis2","CD.dys",0.407316760761118
"F26289","F26289","diagnosis2","CD.dys",0.407316760761118
"F6466","F6466","diagnosis2","CD.dys",0.407316760761118
"F29907","F29907","diagnosis2","CD.dys",0.407316760761118
"F33285","F33285","diagnosis2","CD.dys",0.407330995453563
"F34893","F34893","diagnosis2","CD.dys",0.407343931022438
"F46274","F46274","diagnosis2","CD.dys",0.407426047213317
"F33013","F33013","diagnosis2","CD.dys",0.407454566759132
"F60940","F60940","diagnosis2","CD.dys",0.40755944646683
"F51885","F51885","diagnosis2","CD.dys",0.40764637961818
"F10605","F10605","diagnosis2","CD.dys",0.40764637961818
"F59079","F59079","diagnosis2","CD.dys",0.40764637961818
"F3670","F3670","diagnosis2","CD.dys",0.40764637961818
"F8117","F8117","diagnosis2","CD.dys",0.407727812423776
"F12840","F12840","diagnosis2","CD.dys",0.407727812423776
"F30515","F30515","diagnosis2","CD.dys",0.407727812423776
"F46956","F46956","diagnosis2","CD.dys",0.407727812423776
"F49306","F49306","diagnosis2","CD.dys",0.407727812423776
"F62500","F62500","diagnosis2","CD.dys",0.407727812423776
"F15907","F15907","diagnosis2","CD.dys",0.407733927619533
"F23282","F23282","diagnosis2","CD.dys",0.407954041533494
"F29449","F29449","diagnosis2","CD.dys",0.407954041533494
"F35373","F35373","diagnosis2","CD.dys",0.407954041533494
"F24707","F24707","diagnosis2","CD.dys",0.407954041533494
"F18387","F18387","diagnosis2","CD.dys",0.4080876468044
"F11293","F11293","diagnosis2","CD.dys",0.408220072584292
"F10362","F10362","diagnosis2","CD.dys",0.408220072584292
"F52148","F52148","diagnosis2","CD.dys",0.408317333305096
"F54139","F54139","diagnosis2","CD.dys",0.408317333305096
"F50778","F50778","diagnosis2","CD.dys",0.408317333305096
"F17739","F17739","diagnosis2","CD.dys",0.408317333305096
"F10565","F10565","diagnosis2","CD.dys",0.408334923294811
"F47699","F47699","diagnosis2","CD.dys",0.408386802749764
"F47899","F47899","diagnosis2","CD.dys",0.408539626703789
"F19","F19","diagnosis2","CD.dys",0.408539626703789
"F936","F936","diagnosis2","CD.dys",0.408539626703789
"F44341","F44341","diagnosis2","CD.dys",0.408565750570191
"F10542","F10542","diagnosis2","CD.dys",0.408565750570191
"F49546","F49546","diagnosis2","CD.dys",0.408653778333716
"F18201","F18201","diagnosis2","CD.dys",0.40872379319071
"F4948","F4948","diagnosis2","CD.dys",0.40872379319071
"F46311","F46311","diagnosis2","CD.dys",0.40872379319071
"F53570","F53570","diagnosis2","CD.dys",0.40876477150035
"F7221","F7221","diagnosis2","CD.dys",0.408834570771873
"F8576","F8576","diagnosis2","CD.dys",0.408917070429373
"F6533","F6533","diagnosis2","CD.dys",0.408944104834006
"F33167","F33167","diagnosis2","CD.dys",0.409111946357863
"F58082","F58082","diagnosis2","CD.dys",0.409184213082425
"F1880","F1880","diagnosis2","CD.dys",0.409191617276787
"F30574","F30574","diagnosis2","CD.dys",0.409191617276787
"F41962","F41962","diagnosis2","CD.dys",0.409191617276787
"F45690","F45690","diagnosis2","CD.dys",0.409191617276787
"F5220","F5220","diagnosis2","CD.dys",0.409239825270184
"F31587","F31587","diagnosis2","CD.dys",0.409309248687995
"F59139","F59139","diagnosis2","CD.dys",0.409428872439513
"F59125","F59125","diagnosis2","CD.dys",0.409454441171599
"F31406","F31406","diagnosis2","CD.dys",0.409481589607972
"F12770","F12770","diagnosis2","CD.dys",0.409481589607972
"F60332","F60332","diagnosis2","CD.dys",0.409481589607972
"F4006","F4006","diagnosis2","CD.dys",0.409532289125597
"F9519","F9519","diagnosis2","CD.dys",0.409542086499576
"F6942","F6942","diagnosis2","CD.dys",0.409594803452702
"F24486","F24486","diagnosis2","CD.dys",0.409618656869733
"F60129","F60129","diagnosis2","CD.dys",0.409618656869733
"F53136","F53136","diagnosis2","CD.dys",0.409619525495736
"F25600","F25600","diagnosis2","CD.dys",0.40973146942515
"F36982","F36982","diagnosis2","CD.dys",0.40973146942515
"F44264","F44264","diagnosis2","CD.dys",0.40973146942515
"F28121","F28121","diagnosis2","CD.dys",0.40973146942515
"F34793","F34793","diagnosis2","CD.dys",0.40973146942515
"F50749","F50749","diagnosis2","CD.dys",0.409892730916353
"F1832","F1832","diagnosis2","CD.dys",0.409912938378865
"F11581","F11581","diagnosis2","CD.dys",0.409923813700455
"F49583","F49583","diagnosis2","CD.dys",0.409923813700455
"F16187","F16187","diagnosis2","CD.dys",0.409968969799333
"F9174","F9174","diagnosis2","CD.dys",0.410004087682374
"F31751","F31751","diagnosis2","CD.dys",0.410126651054799
"F54991","F54991","diagnosis2","CD.dys",0.410126651054799
"F59844","F59844","diagnosis2","CD.dys",0.410126651054799
"F48865","F48865","diagnosis2","CD.dys",0.410242114111966
"F57204","F57204","diagnosis2","CD.dys",0.410242114111966
"F60319","F60319","diagnosis2","CD.dys",0.410464611609669
"F18191","F18191","diagnosis2","CD.dys",0.410464611609669
"F54558","F54558","diagnosis2","CD.dys",0.410478151710608
"F863","F863","diagnosis2","CD.dys",0.410478151710608
"F49827","F49827","diagnosis2","CD.dys",0.410478151710608
"F53998","F53998","diagnosis2","CD.dys",0.410496041227445
"F31443","F31443","diagnosis2","CD.dys",0.410496041227445
"F46047","F46047","diagnosis2","CD.dys",0.4105769239787
"F33854","F33854","diagnosis2","CD.dys",0.410626277128634
"F50522","F50522","diagnosis2","CD.dys",0.410722748731135
"F2103","F2103","diagnosis2","CD.dys",0.410739019036846
"F31932","F31932","diagnosis2","CD.dys",0.410889234520465
"F50738","F50738","diagnosis2","CD.dys",0.410889234520465
"F40855","F40855","diagnosis2","CD.dys",0.41092641513859
"F17800","F17800","diagnosis2","CD.dys",0.410992642534633
"F56607","F56607","diagnosis2","CD.dys",0.411002075703113
"F50802","F50802","diagnosis2","CD.dys",0.411002075703113
"F7083","F7083","diagnosis2","CD.dys",0.411038472939127
"F54696","F54696","diagnosis2","CD.dys",0.411148316082503
"F16611","F16611","diagnosis2","CD.dys",0.411148316082503
"F11685","F11685","diagnosis2","CD.dys",0.41116921277122
"F36570","F36570","diagnosis2","CD.dys",0.411217056168899
"F50589","F50589","diagnosis2","CD.dys",0.411317073871648
"F30194","F30194","diagnosis2","CD.dys",0.411413626160596
"F924","F924","diagnosis2","CD.dys",0.411413626160596
"F5601","F5601","diagnosis2","CD.dys",0.411446022011234
"F3325","F3325","diagnosis2","CD.dys",0.411521311270452
"F16903","F16903","diagnosis2","CD.dys",0.411550866146464
"F29189","F29189","diagnosis2","CD.dys",0.411550866146464
"F28805","F28805","diagnosis2","CD.dys",0.411605971374369
"F32272","F32272","diagnosis2","CD.dys",0.411647516833028
"F33","F33","diagnosis2","CD.dys",0.411698996037659
"F2513","F2513","diagnosis2","CD.dys",0.411780973509315
"F44511","F44511","diagnosis2","CD.dys",0.411780973509315
"F24892","F24892","diagnosis2","CD.dys",0.411964712196516
"F12042","F12042","diagnosis2","CD.dys",0.411977131369277
"F33490","F33490","diagnosis2","CD.dys",0.411977131369277
"F31257","F31257","diagnosis2","CD.dys",0.411977131369277
"F38956","F38956","diagnosis2","CD.dys",0.411977131369277
"F9333","F9333","diagnosis2","CD.dys",0.412009731550524
"F46934","F46934","diagnosis2","CD.dys",0.412009731550524
"F15451","F15451","diagnosis2","CD.dys",0.412214282063832
"F25135","F25135","diagnosis2","CD.dys",0.412214282063832
"F30073","F30073","diagnosis2","CD.dys",0.412338946183723
"F3060","F3060","diagnosis2","CD.dys",0.412387115167666
"F51168","F51168","diagnosis2","CD.dys",0.412422853969296
"F52300","F52300","diagnosis2","CD.dys",0.412445965619226
"F19133","F19133","diagnosis2","CD.dys",0.412503944560453
"F23456","F23456","diagnosis2","CD.dys",0.412511753349642
"F45911","F45911","diagnosis2","CD.dys",0.412511753349642
"F11240","F11240","diagnosis2","CD.dys",0.412551751173021
"F51647","F51647","diagnosis2","CD.dys",0.412551751173021
"F53800","F53800","diagnosis2","CD.dys",0.412615623456913
"F8885","F8885","diagnosis2","CD.dys",0.412623521866325
"F32076","F32076","diagnosis2","CD.dys",0.412623521866325
"F53333","F53333","diagnosis2","CD.dys",0.412623521866325
"F24248","F24248","diagnosis2","CD.dys",0.412805179803949
"F1080","F1080","diagnosis2","CD.dys",0.412805179803949
"F184","F184","diagnosis2","CD.dys",0.412829510217192
"F55086","F55086","diagnosis2","CD.dys",0.412946215092679
"F65890","F65890","diagnosis2","CD.dys",0.41306936543697
"F49852","F49852","diagnosis2","CD.dys",0.413307349792687
"F11721","F11721","diagnosis2","CD.dys",0.413441326405358
"F3170","F3170","diagnosis2","CD.dys",0.413500068421081
"F5388","F5388","diagnosis2","CD.dys",0.413500068421081
"F56921","F56921","diagnosis2","CD.dys",0.413500068421081
"F36547","F36547","diagnosis2","CD.dys",0.413609119435287
"F52918","F52918","diagnosis2","CD.dys",0.413712880215552
"F28173","F28173","diagnosis2","CD.dys",0.413712880215552
"F47136","F47136","diagnosis2","CD.dys",0.413793490863822
"F3535","F3535","diagnosis2","CD.dys",0.413793490863822
"F47549","F47549","diagnosis2","CD.dys",0.413793490863822
"F10222","F10222","diagnosis2","CD.dys",0.413814864203891
"F53296","F53296","diagnosis2","CD.dys",0.413879935445257
"F59438","F59438","diagnosis2","CD.dys",0.413950664082792
"F49773","F49773","diagnosis2","CD.dys",0.414015643267594
"F30956","F30956","diagnosis2","CD.dys",0.414078492146147
"F59019","F59019","diagnosis2","CD.dys",0.414223684812651
"F47645","F47645","diagnosis2","CD.dys",0.414261481226887
"F8735","F8735","diagnosis2","CD.dys",0.414342032176678
"F22651","F22651","diagnosis2","CD.dys",0.414342032176678
"F31580","F31580","diagnosis2","CD.dys",0.414342032176678
"F49029","F49029","diagnosis2","CD.dys",0.414342032176678
"F26592","F26592","diagnosis2","CD.dys",0.414384861075858
"F3313","F3313","diagnosis2","CD.dys",0.414391629407476
"F52223","F52223","diagnosis2","CD.dys",0.414391629407476
"F10558","F10558","diagnosis2","CD.dys",0.414667058904394
"F34983","F34983","diagnosis2","CD.dys",0.414684904062722
"F55405","F55405","diagnosis2","CD.dys",0.4147098647353
"F42556","F42556","diagnosis2","CD.dys",0.414732519805804
"F5924","F5924","diagnosis2","CD.dys",0.414732519805804
"F62576","F62576","diagnosis2","CD.dys",0.414732519805804
"F44026","F44026","diagnosis2","CD.dys",0.414732519805804
"F124","F124","diagnosis2","CD.dys",0.414732519805804
"F5783","F5783","diagnosis2","CD.dys",0.414766375262754
"F51704","F51704","diagnosis2","CD.dys",0.414786648805187
"F48926","F48926","diagnosis2","CD.dys",0.414786648805187
"F51107","F51107","diagnosis2","CD.dys",0.414786648805187
"F21316","F21316","diagnosis2","CD.dys",0.414786648805187
"F2324","F2324","diagnosis2","CD.dys",0.414855473215285
"F6285","F6285","diagnosis2","CD.dys",0.415082825153687
"F5793","F5793","diagnosis2","CD.dys",0.41509257865963
"F24760","F24760","diagnosis2","CD.dys",0.41509257865963
"F62973","F62973","diagnosis2","CD.dys",0.41509257865963
"F28136","F28136","diagnosis2","CD.dys",0.415113640913674
"F63116","F63116","diagnosis2","CD.dys",0.415113640913674
"F60746","F60746","diagnosis2","CD.dys",0.415144803100549
"F66896","F66896","diagnosis2","CD.dys",0.415144803100549
"F2903","F2903","diagnosis2","CD.dys",0.415186580725356
"F652","F652","diagnosis2","CD.dys",0.415186580725356
"F31245","F31245","diagnosis2","CD.dys",0.415319696562088
"F34454","F34454","diagnosis2","CD.dys",0.415320594626182
"F50292","F50292","diagnosis2","CD.dys",0.415320594626182
"F31720","F31720","diagnosis2","CD.dys",0.415323383279018
"F32785","F32785","diagnosis2","CD.dys",0.415347965825221
"F49049","F49049","diagnosis2","CD.dys",0.415387391525374
"F25515","F25515","diagnosis2","CD.dys",0.415712147809291
"F47419","F47419","diagnosis2","CD.dys",0.415712147809291
"F30716","F30716","diagnosis2","CD.dys",0.415712147809291
"F4139","F4139","diagnosis2","CD.dys",0.415712147809291
"F67147","F67147","diagnosis2","CD.dys",0.415712147809291
"F5288","F5288","diagnosis2","CD.dys",0.415909459604979
"F53030","F53030","diagnosis2","CD.dys",0.415923386894837
"F29130","F29130","diagnosis2","CD.dys",0.415923386894837
"F28582","F28582","diagnosis2","CD.dys",0.415923386894837
"F23415","F23415","diagnosis2","CD.dys",0.415938577149259
"F56593","F56593","diagnosis2","CD.dys",0.415957935460593
"F9290","F9290","diagnosis2","CD.dys",0.415957935460593
"F49285","F49285","diagnosis2","CD.dys",0.415957935460593
"F11115","F11115","diagnosis2","CD.dys",0.415979396086308
"F48465","F48465","diagnosis2","CD.dys",0.41613370331494
"F6429","F6429","diagnosis2","CD.dys",0.41613370331494
"F23228","F23228","diagnosis2","CD.dys",0.416376493302257
"F59399","F59399","diagnosis2","CD.dys",0.416376493302257
"F29299","F29299","diagnosis2","CD.dys",0.416376493302257
"F10808","F10808","diagnosis2","CD.dys",0.416391276789201
"F51837","F51837","diagnosis2","CD.dys",0.416391276789201
"F8995","F8995","diagnosis2","CD.dys",0.416479232181072
"F45957","F45957","diagnosis2","CD.dys",0.416523588539828
"F8944","F8944","diagnosis2","CD.dys",0.416523588539828
"F42925","F42925","diagnosis2","CD.dys",0.416523588539828
"F39207","F39207","diagnosis2","CD.dys",0.416544560289359
"F31808","F31808","diagnosis2","CD.dys",0.416675261310159
"F46794","F46794","diagnosis2","CD.dys",0.416694595797291
"F5880","F5880","diagnosis2","CD.dys",0.416694595797291
"F49660","F49660","diagnosis2","CD.dys",0.416706449113206
"F48595","F48595","diagnosis2","CD.dys",0.416774687197709
"F52342","F52342","diagnosis2","CD.dys",0.416805322981099
"F4214","F4214","diagnosis2","CD.dys",0.416812373721547
"F9979","F9979","diagnosis2","CD.dys",0.41681557425415
"F49997","F49997","diagnosis2","CD.dys",0.416866290564833
"F2697","F2697","diagnosis2","CD.dys",0.416892801939604
"F36996","F36996","diagnosis2","CD.dys",0.41706909868037
"F6712","F6712","diagnosis2","CD.dys",0.41708487949766
"F11765","F11765","diagnosis2","CD.dys",0.41708487949766
"F22745","F22745","diagnosis2","CD.dys",0.41708487949766
"F57258","F57258","diagnosis2","CD.dys",0.41708642099269
"F53071","F53071","diagnosis2","CD.dys",0.417112238808149
"F53932","F53932","diagnosis2","CD.dys",0.417143037002617
"F20007","F20007","diagnosis2","CD.dys",0.417207117786064
"F8682","F8682","diagnosis2","CD.dys",0.417286195866511
"F33242","F33242","diagnosis2","CD.dys",0.417286195866511
"F20548","F20548","diagnosis2","CD.dys",0.41729537465522
"F38077","F38077","diagnosis2","CD.dys",0.417296128778361
"F1002","F1002","diagnosis2","CD.dys",0.417296128778361
"F12651","F12651","diagnosis2","CD.dys",0.417296128778361
"F32779","F32779","diagnosis2","CD.dys",0.417296128778361
"F36699","F36699","diagnosis2","CD.dys",0.417296128778361
"F52921","F52921","diagnosis2","CD.dys",0.417344539979184
"F12028","F12028","diagnosis2","CD.dys",0.417344823762902
"F23519","F23519","diagnosis2","CD.dys",0.41741476146943
"F3218","F3218","diagnosis2","CD.dys",0.417428938547292
"F29749","F29749","diagnosis2","CD.dys",0.417562480111345
"F7654","F7654","diagnosis2","CD.dys",0.417579830488172
"F3431","F3431","diagnosis2","CD.dys",0.41759254175774
"F42763","F42763","diagnosis2","CD.dys",0.417604962860866
"F12992","F12992","diagnosis2","CD.dys",0.417618316584472
"F44463","F44463","diagnosis2","CD.dys",0.417618316584472
"F1121","F1121","diagnosis2","CD.dys",0.417627062641475
"F57975","F57975","diagnosis2","CD.dys",0.417627062641475
"F39544","F39544","diagnosis2","CD.dys",0.417627062641475
"F43947","F43947","diagnosis2","CD.dys",0.417627062641475
"F8296","F8296","diagnosis2","CD.dys",0.417627062641475
"F9499","F9499","diagnosis2","CD.dys",0.417627062641475
"F48423","F48423","diagnosis2","CD.dys",0.417627062641475
"F244","F244","diagnosis2","CD.dys",0.417627062641475
"F9839","F9839","diagnosis2","CD.dys",0.417627062641475
"F31428","F31428","diagnosis2","CD.dys",0.417627062641475
"F43826","F43826","diagnosis2","CD.dys",0.417627062641475
"F41276","F41276","diagnosis2","CD.dys",0.417805279633564
"F10207","F10207","diagnosis2","CD.dys",0.417915699786076
"F19585","F19585","diagnosis2","CD.dys",0.418005294706058
"F45371","F45371","diagnosis2","CD.dys",0.418005294706058
"F53648","F53648","diagnosis2","CD.dys",0.418005294706058
"F6958","F6958","diagnosis2","CD.dys",0.418005294706058
"F40505","F40505","diagnosis2","CD.dys",0.418005294706058
"F29850","F29850","diagnosis2","CD.dys",0.418005294706058
"F11920","F11920","diagnosis2","CD.dys",0.418005294706058
"F40049","F40049","diagnosis2","CD.dys",0.418005294706058
"F40610","F40610","diagnosis2","CD.dys",0.418296893894463
"F13833","F13833","diagnosis2","CD.dys",0.418296968244166
"F3379","F3379","diagnosis2","CD.dys",0.41838054078266
"F61294","F61294","diagnosis2","CD.dys",0.418378820567929
"F14200","F14200","diagnosis2","CD.dys",0.418591038109492
"F45997","F45997","diagnosis2","CD.dys",0.418591038109492
"F44525","F44525","diagnosis2","CD.dys",0.418657551157191
"F17719","F17719","diagnosis2","CD.dys",0.418657551157191
"F29955","F29955","diagnosis2","CD.dys",0.418722307441398
"F38654","F38654","diagnosis2","CD.dys",0.418722307441398
"F39265","F39265","diagnosis2","CD.dys",0.418722307441398
"F51905","F51905","diagnosis2","CD.dys",0.418722307441398
"F8747","F8747","diagnosis2","CD.dys",0.418787655387236
"F31110","F31110","diagnosis2","CD.dys",0.41885334735456
"F458","F458","diagnosis2","CD.dys",0.41885334735456
"F6287","F6287","diagnosis2","CD.dys",0.41885334735456
"F34929","F34929","diagnosis2","CD.dys",0.41885334735456
"F46236","F46236","diagnosis2","CD.dys",0.41885334735456
"F54774","F54774","diagnosis2","CD.dys",0.418875432368301
"F5859","F5859","diagnosis2","CD.dys",0.418925798306116
"F46559","F46559","diagnosis2","CD.dys",0.418925798306116
"F62573","F62573","diagnosis2","CD.dys",0.418925798306116
"F7647","F7647","diagnosis2","CD.dys",0.418925798306116
"F11340","F11340","diagnosis2","CD.dys",0.418925798306116
"F49612","F49612","diagnosis2","CD.dys",0.418951124052958
"F22308","F22308","diagnosis2","CD.dys",0.419000894232844
"F1138","F1138","diagnosis2","CD.dys",0.419000894232844
"F35165","F35165","diagnosis2","CD.dys",0.419038553932465
"F98","F98","diagnosis2","CD.dys",0.419056222643571
"F61576","F61576","diagnosis2","CD.dys",0.419109331251568
"F36468","F36468","diagnosis2","CD.dys",0.419121369127769
"F38502","F38502","diagnosis2","CD.dys",0.419121369127769
"F47817","F47817","diagnosis2","CD.dys",0.419121369127769
"F9256","F9256","diagnosis2","CD.dys",0.419121369127769
"F10591","F10591","diagnosis2","CD.dys",0.419157994894109
"F29294","F29294","diagnosis2","CD.dys",0.419157994894109
"F31876","F31876","diagnosis2","CD.dys",0.419188776527753
"F1093","F1093","diagnosis2","CD.dys",0.419188942591617
"F13861","F13861","diagnosis2","CD.dys",0.419355795653024
"F1220","F1220","diagnosis2","CD.dys",0.41941265483727
"F42866","F42866","diagnosis2","CD.dys",0.419458687770199
"F19346","F19346","diagnosis2","CD.dys",0.419475372942924
"F60033","F60033","diagnosis2","CD.dys",0.419458687770199
"F6476","F6476","diagnosis2","CD.dys",0.419475372942924
"F36896","F36896","diagnosis2","CD.dys",0.41948016342523
"F53249","F53249","diagnosis2","CD.dys",0.419480264502224
"F48502","F48502","diagnosis2","CD.dys",0.419567874774507
"F8959","F8959","diagnosis2","CD.dys",0.419567874774507
"F31281","F31281","diagnosis2","CD.dys",0.419614557789902
"F3029","F3029","diagnosis2","CD.dys",0.419628230648214
"F4857","F4857","diagnosis2","CD.dys",0.419645571832052
"F49129","F49129","diagnosis2","CD.dys",0.41973110440681
"F41941","F41941","diagnosis2","CD.dys",0.41973110440681
"F19870","F19870","diagnosis2","CD.dys",0.41973110440681
"F47231","F47231","diagnosis2","CD.dys",0.419750463218892
"F43783","F43783","diagnosis2","CD.dys",0.419766070859548
"F1815","F1815","diagnosis2","CD.dys",0.419766070859548
"F28987","F28987","diagnosis2","CD.dys",0.419766070859548
"F13171","F13171","diagnosis2","CD.dys",0.419766070859548
"F40520","F40520","diagnosis2","CD.dys",0.419766070859548
"F50677","F50677","diagnosis2","CD.dys",0.419766070859548
"F9712","F9712","diagnosis2","CD.dys",0.419766070859548
"F35017","F35017","diagnosis2","CD.dys",0.419766070859548
"F38080","F38080","diagnosis2","CD.dys",0.419766070859548
"F5836","F5836","diagnosis2","CD.dys",0.419766070859548
"F9318","F9318","diagnosis2","CD.dys",0.419766070859548
"F49402","F49402","diagnosis2","CD.dys",0.419766070859548
"F28770","F28770","diagnosis2","CD.dys",0.419808172753879
"F5704","F5704","diagnosis2","CD.dys",0.419812840379381
"F47154","F47154","diagnosis2","CD.dys",0.419920722914898
"F58167","F58167","diagnosis2","CD.dys",0.41997296673529
"F43426","F43426","diagnosis2","CD.dys",0.420130485801775
"F49792","F49792","diagnosis2","CD.dys",0.420130485801775
"F46912","F46912","diagnosis2","CD.dys",0.420130485801775
"F57360","F57360","diagnosis2","CD.dys",0.420130485801775
"F10695","F10695","diagnosis2","CD.dys",0.420138797010476
"F7172","F7172","diagnosis2","CD.dys",0.42025659353878
"F51803","F51803","diagnosis2","CD.dys",0.420271433853319
"F30739","F30739","diagnosis2","CD.dys",0.420271433853319
"F46827","F46827","diagnosis2","CD.dys",0.420271433853319
"F49406","F49406","diagnosis2","CD.dys",0.420283264067115
"F38743","F38743","diagnosis2","CD.dys",0.420283888257665
"F42184","F42184","diagnosis2","CD.dys",0.420368071075553
"F58901","F58901","diagnosis2","CD.dys",0.420396261181694
"F42541","F42541","diagnosis2","CD.dys",0.420504402329602
"F50714","F50714","diagnosis2","CD.dys",0.420521433301649
"F24199","F24199","diagnosis2","CD.dys",0.420616383860417
"F42193","F42193","diagnosis2","CD.dys",0.420616383860417
"F2653","F2653","diagnosis2","CD.dys",0.420786458912558
"F10050","F10050","diagnosis2","CD.dys",0.420806104517463
"F11148","F11148","diagnosis2","CD.dys",0.420825149770891
"F16021","F16021","diagnosis2","CD.dys",0.420825149770891
"F48494","F48494","diagnosis2","CD.dys",0.420825149770891
"F51273","F51273","diagnosis2","CD.dys",0.420825149770891
"F64976","F64976","diagnosis2","CD.dys",0.420850179405339
"F47326","F47326","diagnosis2","CD.dys",0.420982159939661
"F56610","F56610","diagnosis2","CD.dys",0.421072350006027
"F10053","F10053","diagnosis2","CD.dys",0.421072350006027
"F989","F989","diagnosis2","CD.dys",0.421072350006027
"F33364","F33364","diagnosis2","CD.dys",0.421097580819615
"F51619","F51619","diagnosis2","CD.dys",0.421151848014392
"F33243","F33243","diagnosis2","CD.dys",0.42124659943913
"F54746","F54746","diagnosis2","CD.dys",0.421250376118658
"F7995","F7995","diagnosis2","CD.dys",0.421355463662423
"F58861","F58861","diagnosis2","CD.dys",0.421384370163663
"F49395","F49395","diagnosis2","CD.dys",0.421435647338144
"F21659","F21659","diagnosis2","CD.dys",0.421435647338144
"F15136","F15136","diagnosis2","CD.dys",0.421475329692921
"F22592","F22592","diagnosis2","CD.dys",0.421482903079391
"F51733","F51733","diagnosis2","CD.dys",0.421482903079391
"F59612","F59612","diagnosis2","CD.dys",0.421482903079391
"F23229","F23229","diagnosis2","CD.dys",0.421482903079391
"F56308","F56308","diagnosis2","CD.dys",0.421482903079391
"F36445","F36445","diagnosis2","CD.dys",0.421482903079391
"F57169","F57169","diagnosis2","CD.dys",0.42151380878306
"F53794","F53794","diagnosis2","CD.dys",0.421560627367855
"F23945","F23945","diagnosis2","CD.dys",0.421712683601682
"F29852","F29852","diagnosis2","CD.dys",0.421712683601682
"F12628","F12628","diagnosis2","CD.dys",0.421880339467806
"F1653","F1653","diagnosis2","CD.dys",0.421925929669067
"F46688","F46688","diagnosis2","CD.dys",0.422138197110476
"F29039","F29039","diagnosis2","CD.dys",0.422138197110476
"F53416","F53416","diagnosis2","CD.dys",0.42215211139543
"F41740","F41740","diagnosis2","CD.dys",0.42215211139543
"F51674","F51674","diagnosis2","CD.dys",0.422265467041116
"F993","F993","diagnosis2","CD.dys",0.422372555098808
"F11874","F11874","diagnosis2","CD.dys",0.42248845717387
"F38235","F38235","diagnosis2","CD.dys",0.422558252646901
"F12966","F12966","diagnosis2","CD.dys",0.422558252646901
"F28729","F28729","diagnosis2","CD.dys",0.422614549546908
"F42030","F42030","diagnosis2","CD.dys",0.422678534281652
"F45189","F45189","diagnosis2","CD.dys",0.422703389609409
"F51440","F51440","diagnosis2","CD.dys",0.422703389609409
"F53660","F53660","diagnosis2","CD.dys",0.422731798720908
"F46443","F46443","diagnosis2","CD.dys",0.422757748905183
"F48496","F48496","diagnosis2","CD.dys",0.422757748905183
"F25744","F25744","diagnosis2","CD.dys",0.422757748905183
"F31213","F31213","diagnosis2","CD.dys",0.422763586409258
"F32729","F32729","diagnosis2","CD.dys",0.422763586409258
"F59721","F59721","diagnosis2","CD.dys",0.422769831537246
"F37165","F37165","diagnosis2","CD.dys",0.422801139455606
"F30563","F30563","diagnosis2","CD.dys",0.423044733268512
"F7402","F7402","diagnosis2","CD.dys",0.423053528389574
"F28249","F28249","diagnosis2","CD.dys",0.423044733268512
"F25423","F25423","diagnosis2","CD.dys",0.423053528389574
"F32777","F32777","diagnosis2","CD.dys",0.423087148391021
"F36518","F36518","diagnosis2","CD.dys",0.423087148391021
"F53655","F53655","diagnosis2","CD.dys",0.42312680092621
"F39687","F39687","diagnosis2","CD.dys",0.423145924493175
"F26265","F26265","diagnosis2","CD.dys",0.423145924493175
"F44007","F44007","diagnosis2","CD.dys",0.423273064413083
"F26845","F26845","diagnosis2","CD.dys",0.423290465580343
"F12318","F12318","diagnosis2","CD.dys",0.423426450379644
"F36636","F36636","diagnosis2","CD.dys",0.423433244094377
"F35371","F35371","diagnosis2","CD.dys",0.423504720342868
"F32745","F32745","diagnosis2","CD.dys",0.423606632951979
"F13092","F13092","diagnosis2","CD.dys",0.423606632951979
"F6972","F6972","diagnosis2","CD.dys",0.423606632951979
"F38774","F38774","diagnosis2","CD.dys",0.42365343904672
"F1997","F1997","diagnosis2","CD.dys",0.42365343904672
"F46988","F46988","diagnosis2","CD.dys",0.423685036984918
"F32065","F32065","diagnosis2","CD.dys",0.423685036984918
"F62058","F62058","diagnosis2","CD.dys",0.423781292687272
"F28942","F28942","diagnosis2","CD.dys",0.423781292687272
"F31043","F31043","diagnosis2","CD.dys",0.42387464009983
"F25539","F25539","diagnosis2","CD.dys",0.424001617215979
"F50938","F50938","diagnosis2","CD.dys",0.424057538413981
"F63847","F63847","diagnosis2","CD.dys",0.424069142706838
"F4423","F4423","diagnosis2","CD.dys",0.424077048251261
"F54992","F54992","diagnosis2","CD.dys",0.424154401810659
"F55173","F55173","diagnosis2","CD.dys",0.42419687922083
"F25833","F25833","diagnosis2","CD.dys",0.42419687922083
"F36","F36","diagnosis2","CD.dys",0.424198902934146
"F48706","F48706","diagnosis2","CD.dys",0.424317611047988
"F62892","F62892","diagnosis2","CD.dys",0.424317611047988
"F67195","F67195","diagnosis2","CD.dys",0.424317611047988
"F2831","F2831","diagnosis2","CD.dys",0.424317611047988
"F49270","F49270","diagnosis2","CD.dys",0.424317611047988
"F9097","F9097","diagnosis2","CD.dys",0.424317611047988
"F3513","F3513","diagnosis2","CD.dys",0.424317611047988
"F13025","F13025","diagnosis2","CD.dys",0.424373023885843
"F29543","F29543","diagnosis2","CD.dys",0.424383731168471
