"","UC"
"F51304",-4.2384
"F2090",7.0353
"F1622",-5.2973
"F1784",-3.945
"F41771",-2.8756
"F54398",4.3241
"F51967",6.2756
"F50360",-4.169
"F40535",-3.2453
"F41231",-4.3028
"F1755",-3.1407
"F2825",5.6825
"F39781",3.8453
"F51520",-4.2367
"F47131",1.6975
"F52086",-5.5906
"F1071",-4.8297
"F986",6.1853
"F23873",-5.1312
"F12641",-6.0718
"F36740",5.3383
"F529",-0.6716
"F1479",-5.8747
"F41446",-6.8653
"F1642",2.3056
"F911",-1.9779
"F22922",-4.4334
"F38867",-5.1236
"F50274",-3.2146
"F10567",3.5828
"F9982",-1.3706
"F51323",-4.0455
"F1307",-6.9403
"F1785",-1.5391
"F3681",-4.4714
"F4187",6.1641
"F51330",-5.4951
"F51822",-3.591
"F38590",6.6663
"F41324",-5.3012
"F1504",-5.0223
"F51424",-5.0836
"F51870",-3.968
"F23100",-4.0077
"F51684",1.2209
"F33215",-4.414
"F4019",-6.7658
"F40243",-3.8272
"F20083",4.4476
"F1162",-3.0346
"F9506",-4.0266
"F39376",-3.4724
"F41387",-5.6352
"F1191",-4.7068
"F17368",-3.2808
"F50542",2.0825
"F3590",0.948
"F51353",-5.3843
"F8946",5.5239
"F40240",-4.9474
"F51440",-4.4321
"F47029",1.5198
"F4809",-2.5224
"F2485",5.6613
"F23537",1.613
"F7105",5.5389
"F24459",-4.1729
"F9819",-3.8321
"F36227",-4.0377
"F1871",-1.8159
"F33557",1.0357
"F40695",-3.4956
"F49117",-5.0847
"F6303",2.8226
"F5103",2.8332
"F1229",-4.9065
"F1173",-3.2801
"F8501",-3.5669
"F45796",6.6418
"F39352",3.5305
"F17552",-4.5477
"F39770",6.0365
"F14990",-4.5065
"F18041",-2.9309
"F40011",-6.3194
"F7586",2.6551
"F51340",-4.3616
"F48605",-4.0421
"F8761",-1.1736
"F2045",-2.6389
"F11093",5.553
"F2599",6.8693
"F935",-4.5251
"F8181",4.6192
"F55532",4.0825
"F47748",2.024
"F45999",-4.5202
"F42106",7.3152
"F3658",-1.8781
"F40660",-4.7189
"F55941",5.7896
"F42634",-6.1306
"F25740",-5.6615
"F4618",-3.0295
"F1625",-3.4598
"F1673",-2.2342
"F4988",3.5383
"F36866",4.609
"F809",-1.04
"F50527",-2.3518
"F1481",-4.0554
"F51434",1.8058
"F5631",4.2189
"F27480",-4.1422
"F26245",1.7932
"F51584",-7.8081
"F1869",2.0859
"F23244",-3.4079
"F55450",7.3836
"F42327",-1.9821
"F1547",5.1935
"F55826",1.4552
"F52143",-1.7009
"F32073",-1.4632
"F9491",2.1775
"F21406",-4.7984
"F1155",-3.2512
"F4814",2.6579
"F45038",6.9397
"F24409",1.9811
"F41123",-4.6861
"F52989",2.5829
"F1494",-5.0084
"F3052",3.7023
"F45142",-1.9203
"F51808",-1.6098
"F4111",6.8061
"F51314",-4.7217
"F5110",5.8393
"F4005",-2.9166
"F1012",-1.4379
"F41683",-1.8425
"F3657",-4.6991
"F51664",2.4852
"F54357",7.2638
"F10762",3.2661
"F52655",-5.0471
"F51501",-4.9734
"F41571",-5.13
"F2449",-3.2562
"F56519",4.3145
"F58877",4.1524
"F53427",6.2743
"F41077",-6.015
"F51243",-4.4915
"F55407",4.7206
"F4208",-4.9371
"F34574",4.6943
"F40735",-1.6516
"F780",-4.9564
"F2575",-4.7607
"F838",-4.8576
"F9346",-2.5729
"F40842",-7.3123
"F54455",2.9341
"F3673",-4.246
"F52607",-6.8383
"F40786",8.2902
"F58191",5.9034
"F28281",-2.4726
"F41445",-5.9444
"F5948",-4.5763
"F52183",3.714
"F9531",-2.6492
"F1788",-4.6094
"F1724",-3.5087
"F51285",-3.7409
"F909",-3.9675
"F50062",4.1245
"F28042",6.1171
"F41228",-5.0761
"F1703",5.6292
"F1233",-4.127
"F41691",-4.0663
"F26869",1.7078
"F552",-1.2173
"F19717",-5.0162
"F42070",4.7779
"F1056",7.5535
"F38435",7.1559
"F1272",1.9828
"F26530",-1.5848
"F38358",-2.9792
"F42295",-3.4269
"F51641",-4.2438
"F1217",-4.8642
"F2074",-4.1799
"F2140",-2.6083
"F51740",-6.1033
"F1416",-2.547
"F1570",3.4464
"F50217",-2.5762
"F54029",-5.3335
"F26845",-5.0672
"F8696",-1.4257
"F51463",-4.7219
"F9473",-3.2
"F54260",-6.2411
"F51245",-3.2399
"F2960",-4.0984
"F3429",4.0261
"F41672",-0.8624
"F60046",4.5247
"F37075",5.2639
"F1742",-2.7958
"F24649",-2.1811
"F1200",-3.0263
"F898",-4.8414
"F49905",1.6766
"F2928",-4.1561
"F10545",5.8412
"F3944",-3.4772
"F1727",-3.971
"F36015",1.9037
"F51466",-3.8154
"F55571",2.046
"F2803",2.8697
"F22203",-4.3612
"F2058",-2.7245
"F7108",5.5778
"F61642",4.034
"F25595",-3.4502
"F41448",-5.6096
"F41082",-4.1137
"F48760",5.3929
"F3586",0.8704
"F8523",-3.7095
"F50500",-6.0227
"F10765",5.036
"F40811",-5.0047
"F41984",-5.4025
"F6314",-3.0437
"F16054",4.3113
"F45375",5.8091
"F1732",-3.5789
"F12041",1.3769
"F3293",-2.256
"F30254",4.113
"F41480",-4.1332
"F51931",1.5313
"F7606",3.8731
"F1148",-2.3762
"F801",-1.2698
"F54881",1.5944
"F41244",-3.1643
"F712",5.4711
"F41459",-4.8655
"F42094",-4.321
"F1564",-5.4134
"F7474",2.7365
"F46179",-3.8662
"F1035",-4.9576
"F14425",-6.5293
"F8532",6.9099
"F9369",-1.7017
"F39948",-1.8993
"F52406",-1.0497
"F526",-2.596
"F12393",-6.1216
"F1731",-2.0707
"F1115",-2.7235
"F5499",5.7107
"F831",-4.2131
"F49353",3.3596
"F6005",-6.3533
"F1232",1.8168
"F50354",-3.0554
"F43931",4.8707
"F8475",-0.9442
"F3757",-4.1319
"F1350",-3.9705
"F1886",-1.6107
"F2393",3.1801
"F2680",-2.2814
"F4973",5.2399
"F42027",-4.889
"F45984",-4.819
"F50338",3.2713
"F2694",-2.1609
"F2023",-2.4441
"F50366",-3.8636
"F42345",-2.7003
"F41738",-4.9932
"F51787",-3.3246
"F966",-3.8583
"F571",-3.841
"F43773",-4.207
"F4557",7.0662
"F9809",-3.7537
"F34578",5.0554
"F30539",-4.8779
"F44997",-3.2588
"F16229",-4.6938
"F2704",1.9615
"F53203",-1.0749
"F19027",4.8331
"F3622",-6.3226
"F664",-3.0695
"F41389",-3.1377
"F2444",3.3335
"F51644",-4.1244
"F22883",-4.9253
"F32075",-1.099
"F41381",-3.9397
"F39207",-2.8333
"F22218",-3.7236
"F49314",5.6655
"F40680",-3.2546
"F11880",2.3798
"F35951",-3.6233
"F2875",-4.0571
"F9542",2.7961
"F12548",-4.2871
"F26077",-4.3795
"F3814",-3.4786
"F2815",-3.322
"F51450",-4.6528
"F55091",-7.852
"F33166",-2.3599
"F1574",6.8647
"F41126",-5.1497
"F9147",3.4536
"F11891",5.3198
"F3520",-2.388
"F52401",-1.4993
"F1609",-5.3791
"F41349",-4.8691
"F1976",1.9268
"F8104",4.1412
"F40033",-4.02
"F41778",-1.1885
"F59421",1.5969
"F39017",-4.8249
"F23295",-4.7843
"F1361",-2.9722
"F10399",-3.9638
"F9130",-1.5479
"F40557",-3.6192
"F42598",-3.5591
"F42926",5.2373
"F22221",-5.1806
"F2909",-3.9565
"F41826",-2.7836
"F5503",-5.0504
"F52958",1.3275
"F55919",6.0849
"F851",-2.9723
"F51711",-7.3159
"F1230",-3.226
"F1578",4.1107
"F55203",5.2323
"F52137",-1.5633
"F19350",4.7516
"F47981",4.9795
"F22339",2.0791
"F53996",-6.2028
"F1373",-3.8301
"F24529",-6.2191
"F41038",-0.867
"F10780",5.4006
"F26126",-3.5065
"F22225",-4.051
"F41005",-5.8301
"F14385",-3.9109
"F41648",-3.9629
"F859",-5.1099
"F8693",-4.538
"F1186",-1.8698
"F52807",4.4571
"F2802",3.3649
"F23063",-4.4139
"F2552",-2.8948
"F44212",5.1845
"F944",-1.1613
"F28772",-3.4527
"F6260",-6.2107
"F22379",-4.9037
"F29732",1.2791
"F42374",6.9073
"F49625",-7.4129
"F52518",-1.2572
"F46927",3.2139
"F9679",-3.0943
"F9694",-5.6865
"F51086",-3.2914
"F23996",-3.8547
"F8744",-1.5973
"F47827",-3.0994
"F51763",-3.1618
"F42134",3.7831
"F27974",2.1843
"F57231",4.6568
"F2896",-4.6689
"F42764",7.5495
"F41331",-4.3363
"F51954",-4.2456
"F52059",-4.322
"F4556",-4.2236
"F32961",-2.485
"F41226",-4.4522
"F51280",-3.6575
"F36613",-5.5739
"F50816",-4.7706
"F856",-4.5616
"F4190",4.1317
"F16609",2.6297
"F52036",-4.2475
"F41572",-3.9521
"F7579",5.848
"F5268",-1.1431
"F41795",-2.7575
"F40885",-4.5312
"F51213",-2.1628
"F9280",-2.2209
"F11238",0.6963
"F29806",1.3039
"F51143",-3.8918
"F31203",4.0932
"F40093",-4.5825
"F52435",3.0173
"F1501",-3.1626
"F1290",-5.1413
"F2907",-1.7724
"F2851",1.6631
"F2730",-0.8482
"F41818",-1.9866
"F55390",5.9767
"F6304",3.2693
"F12948",2.1177
"F33096",-4.7194
"F1359",-3.1663
"F2423",-2.6201
"F52924",-4.5523
"F1503",-4.1492
"F39064",5.0598
"F53457",-2.7866
"F43884",-7.2832
"F6138",-3.9853
"F8520",-3.4191
"F22599",-4.3727
"F7457",-6.7329
"F711",6.5789
"F55831",4.3636
"F51202",-3.0292
"F1582",-5.7374
"F51548",-4.1694
"F1780",-3.9408
"F29609",3.1329
"F9448",-2.9538
"F2893",2.4888
"F861",3.084
"F53083",0.7172
"F3180",-2.4269
"F13593",-4.4268
"F2002",5.1065
"F47863",-4.0121
"F1130",-1.2958
"F50642",-8.1693
"F1659",-3.853
"F39740",6.0835
"F50515",-7.3043
"F2015",-1.7151
"F55858",4.1636
"F738",3.9047
"F50284",-4.2444
"F40760",-3.9071
"F18743",-2.4764
"F52102",-1.8849
"F41173",-6.4583
"F1632",2.3479
"F3113",1.3975
"F55838",2.4265
"F38032",7.1459
"F21322",-4.0472
"F9766",-2.0751
"F1471",-3.7568
"F40198",-4.8476
"F4606",2.1592
"F13594",-5.214
"F50921",4.5043
"F1240",-2.3618
"F51064",-2.2454
"F740",-4.7781
"F45952",2.5938
"F47204",2.7587
"F8224",4.7011
"F55672",1.8722
"F11398",0.8214
"F39360",-3.5659
"F48198",4.5137
"F9475",-3.4016
"F2029",-2.2586
"F20390",-3.4568
"F52100",4.7651
"F52681",-3.4309
"F2121",-2.8945
"F51275",-3.7593
"F2222",3.1057
"F51930",-6.9352
"F50237",-3.063
"F52257",3.6844
"F3465",-4.6423
"F40610",-5.6407
"F36450",-4.8422
"F26660",5.0154
"F2881",6.3816
"F1469",-2.7917
"F1261",-4.335
"F54809",-5.5962
"F18871",5.0791
"F2055",2.026
"F19351",-3.73
"F11148",5.4452
"F463",-3.255
"F21870",-3.1446
"F52118",2.2718
"F938",-4.1605
"F52523",-4.1646
"F41837",-4.1947
"F10903",1.7346
"F57246",4.3663
"F1257",-2.7942
"F8570",-3.4701
"F41940",-2.9308
"F11884",3.8238
"F38638",-5.1284
"F50153",-5.924
"F40894",-3.8898
"F1108",1.9286
"F40179",-5.5434
"F50174",-2.9928
"F42663",-4.1931
"F796",-3.3562
"F47717",4.9322
"F52495",3.0415
"F29013",5.7145
"F9774",-0.8172
"F32072",-0.9237
"F4947",4.5565
"F25073",1.1911
"F48384",-4.1691
"F1674",-3.202
"F10117",4.0769
"F12241",5.0675
"F38234",-2.3384
"F26018",-6.061
"F13637",-3.6268
"F51278",-3.5708
"F44269",2.965
"F53842",-2.8342
"F50957",4.8808
"F2780",-3.6544
"F44854",-3.1782
"F29870",2.9121
"F42784",-4.1596
"F52471",-4.4381
"F826",-1.2513
"F19347",4.917
"F4511",-3.1156
"F8656",-0.9487
"F52179",1.0729
"F44221",-5.3788
"F55346",4.9357
"F39",1.7365
"F41371",-2.6242
"F16611",-5.9094
"F41692",-1.4949
"F41422",-4.6669
"F1140",-3.7165
"F55288",4.319
"F1098",-3.37
"F53512",4.9057
"F51588",4.1031
"F29939",3.5727
"F769",-3.9212
"F2025",1.0716
"F1044",3.1784
"F39076",-2.9621
"F11889",1.7772
"F53592",8.2127
"F55925",-7.3905
"F41814",-2.9299
"F29794",3.5044
"F51985",-5.8208
"F39668",-3.8381
"F5342",-5.9998
"F53883",-2.2624
"F52280",-1.5361
"F7961",-2.6064
"F11958",3.7964
"F1496",-4.415
"F791",-4.4721
"F10525",-4.9791
"F38918",-4.0752
"F53046",6.4625
"F51552",-3.9007
"F2051",-2.4883
"F2755",-3.2911
"F3748",3.5244
"F25350",-2.3674
"F1516",-3.3665
"F53360",1.6932
"F9827",-3.1207
"F2221",5.4904
"F1025",-3.9776
"F9548",-6.1236
"F51169",4.012
"F51549",-4.6116
"F51530",-3.122
"F30176",4.4883
"F37183",1.8157
"F52011",-1.7901
"F5413",-5.1685
"F27868",4.7076
"F814",-0.9165
"F23769",-3.9224
"F51485",-3.6333
"F23425",2.6882
"F53356",-1.7695
"F14038",-4.9598
"F1482",-3.2486
"F1523",-3.1212
"F2255",5.4678
"F9504",-3.503
"F24576",-2.9539
"F1111",-2.9492
"F41904",-5.9388
"F1575",5.6528
"F1629",2.8813
"F3427",-1.7214
"F931",-3.5161
"F956",4.8887
"F51163",-1.7331
"F47410",3.0977
"F47100",3.012
"F49246",3.8247
"F51968",4.3692
"F11403",-2.836
"F1807",-3.4959
"F49799",-4.7477
"F52585",5.9199
"F33195",-2.5755
"F1776",-2.5687
"F31982",0.8095
"F25165",-3.3858
"F53845",-3.9006
"F5663",-3.3645
"F52020",-1.5721
"F41430",-6.6245
"F1194",-3.2438
"F15786",-5.9685
"F24935",-3.8813
"F13108",5.0887
"F33034",-4.4968
"F7850",-3.2222
"F41197",-3.0125
"F54745",-5.8103
"F2626",-1.1687
"F50081",-3.382
"F5495",-6.3671
"F52474",-3.3998
"F50267",3.8128
"F41740",-2.6533
"F51242",-2.1333
"F53684",-2.6635
"F42218",-3.8799
"F40288",-3.0503
"F35291",1.1181
"F41359",-3.341
"F14487",-5.3341
"F28389",1.8591
"F51554",-3.127
"F23393",-4.065
"F39314",-3.44
"F51274",-4.6382
"F1558",4.4297
"F10342",-3.2516
"F53947",-5.6595
"F60394",3.2857
"F5846",3.4391
"F40916",-3.6675
"F51966",6.1411
"F54830",4.5537
"F5816",-1.1529
"F24241",5.3319
"F37051",5.8273
"F9808",-4.0817
"F49254",4.7093
"F764",5.7193
"F40902",-6.4778
"F10322",2.1905
"F51307",-3.8885
"F934",3.1654
"F3962",-6.1246
"F975",-1.7931
"F44880",-4.5015
"F51295",-4.2509
"F46060",-3.7999
"F38211",5.0628
"F10571",3.2261
"F48353",2.7706
"F53980",5.0456
"F53041",5.1343
"F10650",5.578
"F50280",-3.8683
"F41402",-4.8754
"F50480",-6.5786
"F9794",-3.5658
"F26223",-1.9522
"F51663",-2.9726
"F51919",5.4147
"F40002",-4.8857
"F49359",4.3535
"F11051",-4.3547
"F51884",-4.6964
"F11919",3.074
"F6959",-1.0874
"F41829",-3.9253
"F10766",3.2096
"F17259",-1.5195
"F25428",2.9977
"F3236",4.6184
"F25495",-4.6061
"F51286",1.4044
"F41112",2.1517
"F33",1.3936
"F76",2.1652
"F1150",-3.7394
"F7894",-2.9949
"F46956",3.0391
"F5378",4.1927
"F51299",-3.8005
"F34580",4.2749
"F1965",-2.9044
"F42150",3.7398
"F52831",1.392
"F11052",-3.2379
"F40199",-0.8632
"F33441",-0.9393
"F37259",6.4709
"F54186",6.2876
"F40662",-3.2618
"F48239",8.0225
"F1112",-1.9908
"F41640",-2.347
"F51607",-3.9255
"F916",-3.7387
"F53780",-1.4169
"F36062",2.0936
"F985",-3.0892
"F9445",-2.9748
"F39024",5.2639
"F5337",-3.1542
"F50878",4.7753
"F1455",-2.9871
"F3679",-3.6384
"F48314",3.5426
"F48527",2.162
"F52792",-2.9814
"F565",-0.7147
"F2028",-1.2761
"F5947",3.177
"F53443",-3.0764
"F597",-2.8165
"F5353",-1.9309
"F9238",-0.7848
"F31153",-3.3685
"F51568",-4.9315
"F50398",-1.4932
"F47546",4.976
"F48701",-8.131
"F804",-2.3018
"F41153",-2.8777
"F41394",-5.4077
"F33159",-2.7176
"F53499",2.6271
"F4882",-1.4202
"F2294",-4.8402
"F11511",0.6946
"F1276",-2.54
"F23916",-4.524
"F701",-4.3326
"F31768",-4.4329
"F51709",-5.3162
"F556",-0.6122
"F10200",1.9663
"F23133",4.2802
"F55133",1.9077
"F3048",-4.0805
"F42920",-2.7908
"F52514",1.3525
"F5598",-5.7058
"F9619",5.0825
"F51753",-0.7839
"F969",-4.0615
"F31803",-7.3429
"F41696",-3.7548
"F29174",1.7053
"F40219",-4.5665
"F42331",-3.2323
"F51992",-3.0147
"F52881",-1.2787
"F8607",-4.4217
"F41545",-4.7023
"F56079",4.5508
"F643",-2.5948
"F4952",-2.8191
"F51491",-3.5091
"F33242",-3.7073
"F39648",-4.061
"F36153",-4.6679
"F12017",-3.7259
"F9788",-1.0798
"F52969",-4.6932
"F2784",-2.2869
"F50116",5.4131
"F829",-2.3052
"F1182",3.7225
"F10425",-2.6764
"F9804",2.4509
"F9221",1.8788
"F1669",-2.2089
"F42282",4.0451
"F16131",3.6917
"F18623",-3.583
"F32088",3.1146
"F4010",-4.2562
"F24262",1.1813
"F12338",2.7147
"F20499",4.6546
"F49149",-3.3565
"F51624",-3.8461
"F84",2.0105
"F13606",3.3107
"F41889",-3.7101
"F43920",-5.4697
"F22575",-1.5099
"F40",1.8891
"F51253",-2.9447
"F2027",-2.9074
"F782",-3.1425
"F40474",-1.2323
"F51562",4.9181
"F9795",-3.7794
"F3867",-2.2152
"F34928",2.214
"F55784",4.1688
"F50653",3.4677
"F36956",-4.255
"F50336",-4.2187
"F50105",-1.6886
"F1339",-4.7162
"F52715",-2.5253
"F10358",-4.548
"F7814",-0.82
"F813",-6.3565
"F1149",-1.5376
"F51494",-5.0078
"F1759",-1.9412
"F51311",-3.7726
"F57298",-2.9303
"F38688",-2.1135
"F42494",6.2428
"F46933",1.4839
"F55829",1.1411
"F51666",-2.6086
"F2568",-3.0534
"F10914",-5.0951
"F22123",-2.6034
"F692",-2.031
"F42066",-3.6401
"F29571",1.9483
"F37318",1.4631
"F27796",-4.0423
"F40534",-1.8335
"F9571",-4.5049
"F11053",-2.9478
"F54465",3.7052
"F31699",-4.6257
"F39382",5.0657
"F1286",-4.3749
"F36003",-6.0983
"F39692",-6.1772
"F5411",-6.1905
"F2916",-3.3283
"F51942",-2.5976
"F42020",-4.7527
"F53343",-2.7975
"F50434",-3.1047
"F1395",-3.3873
"F3032",-1.2467
"F47668",-1.919
"F1783",-3.3305
"F2129",-2.2095
"F24006",-3.994
"F27577",-4.2941
"F51566",-3.106
"F66651",0.545
"F50443",-4.0076
"F25163",1.9322
"F30887",-3.9988
"F8865",-0.7592
"F1438",-1.6462
"F10012",-5.4245
"F40049",-3.3256
"F51461",-3.912
"F34573",-4.8515
"F2381",5.2164
"F22072",-5.6348
"F41767",-4.1337
"F11412",0.8159
"F8018",-0.9277
"F41307",-4.146
"F51913",-3.504
"F52462",-0.8496
"F1364",-2.598
"F64",1.2388
"F52381",-2.547
"F44148",-1.384
"F41409",-4.143
"F754",-0.8334
"F26409",-3.6033
"F41557",-4.4375
"F37192",5.9089
"F2042",3.9127
"F45512",-1.5269
"F17371",-2.9785
"F51500",-3.5446
"F11290",-6.0439
"F43848",5.8336
"F26392",-2.765
"F52801",-2.7407
"F47449",5.4315
"F8345",-1.0785
"F53183",-2.604
"F50290",-4.0505
"F2047",3.1369
"F24608",-4.5192
"F51497",-3.8638
"F25242",-5.3139
"F8288",-0.9774
"F40292",-3.8462
"F49640",4.8751
"F1657",-4.5094
"F41007",-5.8105
"F51645",4.0509
"F5800",-4.0712
"F10025",1.854
"F43520",-4.8467
"F3618",-5.6927
"F3621",1.4038
"F1133",-1.8869
"F41399",-3.9134
"F26110",-2.0194
"F42741",-3.141
"F4756",3.759
"F9722",-2.495
"F745",-2.7418
"F34337",1.5099
"F3088",-4.4539
"F9544",6.0771
"F51852",-2.2273
"F28915",3.8649
"F1106",-2.2949
"F1128",-2.9813
"F51343",-4.6466
"F51129",-3.5516
"F51678",-1.6913
"F11337",-3.754
"F1077",-4.429
"F16237",-4.4433
"F29290",1.9966
"F47101",-5.9021
"F38665",2.9374
"F45032",-2.9882
"F20662",-3.5821
"F22196",-4.4155
"F50507",-2.9845
"F8533",5.703
"F33893",-5.2035
"F33099",5.3471
"F47698",-3.7414
"F5257",-6.4658
"F46961",2.4763
"F9474",-3.1795
"F32037",1.9629
"F12422",2.2241
"F13560",3.2896
"F21526",-3.4964
"F5885",-3.6331
"F29618",4.0036
"F44277",-3.4737
"F52155",-1.6067
"F1670",-3.7133
"F7858",-3.5591
"F7923",-3.5286
"F47299",-4.0228
"F53724",-4.0513
"F8516",-4.6459
"F46128",-3.3606
"F23424",-6.04
"F49118",5.3171
"F41474",-6.0701
"F27221",-4.5155
"F42505",4.4957
"F42504",-4.0463
"F9501",-2.7387
"F39704",4.5293
"F25984",-4.3051
"F37878",4.8403
"F7379",-3.902
"F41822",-4.5513
"F51336",-1.847
"F11587",-3.0873
"F51532",-3.3839
"F4213",-2.2041
"F40586",-5.6096
"F1401",-2.7879
"F3747",-3.0982
"F25139",-5.3497
"F6113",-4.8333
"F42081",4.0552
"F39846",-3.167
"F47580",2.7344
"F40829",-3.5439
"F41593",-3.3307
"F41805",-4.4643
"F10956",-3.0891
"F53263",-2.3443
"F52166",-2.678
"F50618",-5.9529
"F50318",-2.2964
"F2882",4.3447
"F51533",-3.6717
"F38607",-3.2833
"F26992",-3.7726
"F6196",-5.7325
"F46047",-4.6009
"F54207",6.2654
"F40868",-4.9148
"F51998",-1.8877
"F886",-3.443
"F7456",4.4793
"F50192",1.6031
"F25465",1.3183
"F18791",-3.2584
"F39958",-3.8004
"F9839",-5.0176
"F20383",-1.5998
"F2341",-1.8332
"F39792",-2.8974
"F38904",-4.5313
"F10826",-2.2913
"F49393",3.6693
"F47063",1.8878
"F40717",-2.415
"F19817",2.956
"F8530",-2.0398
"F9230",3.5453
"F44371",4.1876
"F46282",-4.4353
"F47599",1.38
"F51225",-1.5264
"F41361",-3.9887
"F58320",5.2855
"F52063",-3.9837
"F8232",-2.5223
"F3646",-4.912
"F2414",-3.9914
"F42622",-2.573
"F24474",-3.9114
"F50239",-2.9701
"F51212",-1.7851
"F50776",-2.38
"F9484",1.7757
"F39783",-1.7556
"F52047",-3.2861
"F32907",-3.3774
"F51374",-4.3815
"F51564",-2.3233
"F837",-4.7779
"F9731",4.8103
"F10577",2.1119
"F52508",-3.1089
"F38704",-3.356
"F52215",2.2627
"F54729",1.9146
"F967",-4.5694
"F562",-1.7295
"F8881",-2.5743
"F1226",-1.7963
"F40782",-4.6992
"F54005",2.323
"F5183",-4.2976
"F51743",-1.097
"F11911",1.5782
"F38632",-3.3242
"F11855",2.227
"F5299",-3.4317
"F31541",-6.2152
"F3224",2.1346
"F49465",4.4493
"F50992",1.4721
"F28154",-4.6084
"F39167",2.7244
"F47136",1.3876
"F20211",-3.0098
"F5548",-7.7541
"F42780",-3.395
"F9285",-0.8818
"F42559",-2.5377
"F6071",3.8677
"F13364",3.3743
"F30741",-4.0974
"F50959",-2.4087
"F9796",3.4179
"F32097",2.9576
"F51117",-1.2434
"F8784",-0.9502
"F10968",-2.5981
"F42632",-3.0478
"F14071",-3.5915
"F10815",3.9838
"F26865",1.3655
"F8631",-2.1567
"F10972",2.8067
"F51531",-2.7413
"F1889",-1.2779
"F33397",4.7174
"F47641",-2.1647
"F9838",-2.4369
"F52116",-4.1642
"F14013",-3.4458
"F11557",3.9325
"F38651",5.7279
"F37442",5.0115
"F53913",-2.0752
"F50305",-1.438
"F56148",-4.0068
"F30066",4.3787
"F50547",-3.9614
"F55886",4.4004
"F49690",-3.7553
"F40532",-2.638
"F29009",2.9863
"F2489",-1.4238
"F5552",-2.8297
"F5372",3.8725
"F52203",-5.842
"F8510",-3.6476
"F22927",-3.5591
"F774",-2.5334
"F20547",-4.2106
"F3410",-4.0456
"F3057",3.9215
"F21329",-1.4436
"F1323",-3.0226
"F7872",-2.0572
"F44350",-1.0547
"F51596",-5.2057
"F51976",-3.3428
"F22869",3.8716
"F53843",-3.1683
"F41705",-4.2967
"F763",-1.7239
"F50461",-4.772
"F828",-1.8115
"F37000",-3.6174
"F11137",-1.6206
"F492",-2.2664
"F48841",4.0412
"F1958",2.3651
"F46401",3.9787
"F8146",-3.9008
"F51914",-2.667
"F688",-1.6973
"F8583",-2.0554
"F7807",-5.8601
"F22418",-3.9717
"F13899",-3.6654
"F33368",-3.0216
"F26562",-2.2742
"F12006",1.3822
"F49859",-2.5386
"F26726",-1.5218
"F35724",-4.9135
"F2514",-2.0824
"F42183",-2.6746
"F23888",-5.636
"F51267",-2.9996
"F51523",-4.6925
"F11950",3.067
"F52269",-2.042
"F55098",-5.179
"F20079",-4.3312
"F15368",-5.8419
"F53772",2.8864
"F27005",-3.3321
"F53318",1.3457
"F6276",-4.9045
"F52035",-0.597
"F1213",3.6933
"F31627",-4.6965
"F52031",-1.0801
"F25578",-6.6731
"F66146",0.5187
"F41820",-2.9042
"F11551",1.5581
"F51106",-3.6126
"F51016",-2.5519
"F28818",3.7108
"F1034",-5.031
"F2540",3.7523
"F18392",-2.7559
"F50005",1.8465
"F56810",-6.5386
"F5691",2.7658
"F60979",2.2522
"F22786",1.8116
"F3053",-2.9103
"F48871",-4.6362
"F38319",-4.8853
"F61879",3.4273
"F51556",-4.0001
"F23767",-3.3927
"F6082",1.3992
"F49969",5.4189
"F9476",-2.6956
"F52522",5.2985
"F46244",-5.5796
"F8586",-2.5881
"F45190",-2.4141
"F1585",-3.9656
"F54987",-3.6448
"F8549",-2.5489
"F17946",4.259
"F2638",-2.5029
"F52091",-1.7464
"F467",-2.2934
"F41788",-3.2707
"F38713",-3.4149
"F41215",-3.5202
"F9541",-1.2701
"F9497",-1.1015
"F67072",0.4268
"F15887",-3.0898
"F42453",2.9673
"F45948",4.6965
"F9737",-1.4599
"F62720",2.6517
"F5654",-6.1492
"F23985",-2.1183
"F21752",-3.2679
"F53205",-2.1639
"F2524",-1.9063
"F50539",-3.9528
"F2757",-2.3419
"F41234",-3.0231
"F6422",4.5844
"F2478",-4.3705
"F28159",-3.9188
"F40119",-2.0949
"F41856",-2.8008
"F1717",-2.3462
"F4315",5.5832
"F50887",0.814
"F51220",-2.3924
"F36024",-3.4117
"F52156",-3.5299
"F3507",-2.0187
"F52301",1.0845
"F681",3.582
"F9053",-1.5915
"F43180",-2.6017
"F40363",3.7863
"F5655",-4.5008
"F8565",-4.0482
"F41964",-3.7395
"F29015",2.4635
"F52377",-2.6552
"F52671",-3.8763
"F2948",-0.647
"F8629",-0.6786
"F19759",-3.903
"F51283",-2.97
"F44121",-3.0531
"F42896",3.1738
"F1042",-3.6812
"F31626",-4.3257
"F51398",-5.7587
"F38125",-3.3758
"F50423",-6.5881
"F11913",1.5645
"F5539",4.2824
"F973",-4.7987
"F40810",-4.792
"F1817",-2.4556
"F6860",-4.8976
"F53959",-1.2192
"F2061",-3.0983
"F10346",-2.5914
"F37275",-4.5141
"F1615",1.3209
"F51958",-3.8311
"F982",-4.1567
"F2714",2.08
"F46133",-3.6375
"F46373",-5.5058
"F9631",-1.8014
"F11534",0.6761
"F6197",-4.1386
"F49041",-3.3106
"F29414",3.6882
"F438",-2.7809
"F26357",-4.6508
"F5608",-2.0573
"F35252",-3.8129
"F9502",-2.8384
"F8636",-0.7997
