"","CD.dys"
"F50662",-4.4431
"F2040",-2.7029
"F55540",3.6725
"F24599",-5.5677
"F4120",-2.9393
"F52831",1.7806
"F9829",0.4325
"F41116",3.9924
"F28106",-6.8987
"F40914",-4.0587
"F8615",0.6873
"F4505",-3.8893
"F46530",-8.9485
"F24481",-4.1056
"F5383",-1.3792
"F17625",-3.3976
"F4113",-2.0152
"F55589",-4.8035
"F44008",-1.6102
"F34028",-4.3882
"F48776",-2.147
"F26673",-1.4793
"F55619",-3.5995
"F7755",4.9301
"F67111",6.9456
"F775",1.4144
"F50221",-3.9227
"F6979",-3.0158
"F9588",-5.3198
"F4290",0.5278
"F3414",-4.9889
"F3089",-2.9192
"F3706",0.6081
"F23193",-4.5526
"F42171",-5.1557
"F16583",-4.2054
"F11695",-4.5104
"F5977",-2.3657
"F10428",0.3631
"F3404",-3.457
"F6946",-2.3295
"F47715",1.0977
"F27065",-3.9122
"F51330",-4.5804
"F6162",-3.1434
"F20546",-4.003
"F1589",5.6526
"F44751",-3.8007
"F4539",-1.1013
"F61644",6.1532
"F44999",-5.0297
"F4971",6.5937
"F7895",-1.8732
"F3083",-1.9359
"F33353",-2.8518
"F21011",-1.9692
"F3829",-5.196
"F36661",-4.1171
"F8655",-2.0477
"F6341",-1.5632
"F7859",5.1018
"F17831",4.3378
"F2204",-3.2915
"F50403",-1.3013
"F23527",-3.108
"F21876",-3.3326
"F7858",-4.1461
"F17117",-3.1235
"F56328",3.5189
"F39481",7.2841
"F9814",0.4545
"F61596",-3.327
"F55145",-3.6416
"F4253",3.5974
"F3473",0.6665
"F5231",2.1117
"F11221",0.5778
"F6936",-6.0756
"F53432",-1.8652
"F45032",-3.4774
"F50704",-2.4087
"F59591",-4.2313
"F6531",-0.9991
"F7262",-7.3502
"F39864",-1.2664
"F50343",-3.758
"F20956",-3.5193
"F27384",-3.7987
"F2068",1.1243
"F5999",-1.9886
"F18517",-2.1692
"F9108",0.916
"F44094",-4.682
"F26558",-4.3171
"F21492",-2.6237
"F5787",-0.8854
"F43877",-3.843
"F53140",-2.5387
"F32683",-4.5564
"F5268",-1.0712
"F3128",0.6057
"F50298",-4.3922
"F47022",-14.2972
"F48790",-6.0211
"F23931",-2.2785
"F13885",-4.7423
"F34116",-4.643
"F52559",4.3106
"F50250",-1.1974
"F5933",-2.2447
"F6967",1.5949
"F3998",-1.7115
"F1967",2.0249
"F56358",-4.7676
"F7469",-4.0667
"F18285",2.8373
"F4598",-4.9202
"F39251",-4.3219
"F3903",-3.5578
"F53187",-1.3196
"F47771",0.4802
"F8215",-3.0254
"F47043",-2.2532
"F50644",4.6241
"F3143",0.4985
"F36578",-4.956
"F8472",-2.4928
"F40555",-1.6021
"F9615",-2.9721
"F5306",-0.833
"F46965",4.4871
"F502",-3.0286
"F39489",-3.8669
"F66785",0.2588
"F4999",1.5409
"F24350",6.4626
"F24676",-4.487
"F690",-3.4271
"F51986",-7.5067
"F8008",-1.314
"F26127",-0.8764
"F5937",-2.6224
"F49534",-4.8302
"F46987",-1.0825
"F36129",-3.3485
"F21689",-2.8687
"F3305",-4.4852
"F10737",-3.0091
"F9923",2.0351
"F22899",-0.8468
"F23888",-6.1819
"F11232",-7.3583
"F16199",4.3261
"F29102",-5.7496
"F25593",-4.7626
"F7397",5.7235
"F27418",-3.9267
"F23063",-2.7558
"F1278",4.2491
"F3299",0.5479
"F10685",-2.5961
"F1642",-1.3052
"F23299",-2.8025
"F3840",4.0655
"F53472",1.2137
"F35380",-1.8037
"F9055",-3.7088
"F9104",0.5313
"F9571",-5.265
"F11284",1.1466
"F32977",-6.0192
"F7279",-1.1725
"F20425",-3.042
"F55502",-3.4811
"F5878",-1.2522
"F6535",-2.0895
"F49512",-2.5418
"F23325",-3.5308
"F39541",-2.3876
"F23124",-2.3706
"F8018",-0.5598
"F55415",-1.9612
"F44827",-3.2257
"F4241",-3.1692
"F4879",-3.2029
"F30717",-5.2494
"F18269",-3.2233
"F10996",-3.3887
"F4213",-2.3504
"F54417",-4.6679
"F3467",0.4814
"F50753",-2.7843
"F3052",-2.8324
"F21308",-4.5439
"F36200",-2.7567
"F32060",-1.2942
"F21129",-3.8997
"F4691",-4.0165
"F9132",4.3549
"F31289",-6.708
"F5681",-4.757
"F8409",-3.8761
"F3979",-4.4318
"F7784",3.5955
"F52578",0.2747
"F18198",-4.411
"F4470",-3.1745
"F50669",4.914
"F19720",-2.6739
"F24027",-1.1827
"F53485",-3.3845
"F9885",0.3946
"F52327",-3.3926
"F44515",-3.3659
"F18110",-4.3652
"F41774",-3.1697
"F4461",-3.6012
"F5802",-1.6877
"F56765",6.1063
"F53624",-1.4698
"F4884",3.2034
"F6820",-1.3022
"F56715",1.7018
"F36950",-2.7614
"F22765",-3.3574
"F66184",0.3386
"F10179",-4.7858
"F10059",4.0992
"F4488",-2.7653
"F67072",0.2453
"F4736",1.9609
"F48903",-1.7863
"F26968",2.1333
"F51320",-0.8394
"F3738",-2.0776
"F54152",-1.5632
"F4328",-1.2443
"F2452",-4.2655
"F16089",-3.7545
"F56096",-2.8863
"F7650",-1.8561
"F18099",-2.2838
"F6555",-2.169
"F5636",-3.8514
"F11396",0.7865
"F35340",-4.7911
"F24932",-4.3681
"F3664",0.4451
"F55580",-2.7962
"F5888",-4.7022
"F39425",2.4274
"F5141",-1.5014
"F32865",-4.3502
"F5519",-3.1648
"F48784",-2.2762
"F51226",3.8115
"F3679",-4.7619
"F6546",-4.8608
"F50339",-5.1062
"F3037",-4.0726
"F5178",-1.4538
"F22476",-3.1445
"F6532",-2.0713
"F18026",-2.186
"F26109",-3.8987
"F8007",-1.7247
"F23424",-6.7975
"F4650",-1.0076
"F55381",-2.3677
"F35577",-1.237
"F20057",-2.9729
"F33725",-0.483
"F7325",-5.3491
"F12408",-3.3062
"F51328",-0.7408
"F28342",-2.7632
"F35570",-1.7871
"F28870",-2.242
"F53760",-3.1012
"F20059",-2.058
"F9767",-2.5302
"F55570",-3.2947
"F52246",-2.8656
"F49026",-3.9553
"F50571",-2.1318
"F8309",-0.994
"F9374",-2.5231
"F54324",-1.5543
"F32916",1.6599
"F9897",0.4764
"F5873",-2.6572
"F7835",0.3515
"F41035",2.307
"F51594",2.6974
"F36334",-4.2936
"F11744",0.3097
"F6440",-3.8183
"F6849",-1.6343
"F27277",-4.9892
"F45547",-1.2542
"F7216",-2.6196
"F2764",-3.5622
"F3240",-1.8147
"F34521",-3.6129
"F7177",-2.1682
"F39812",-3.2934
"F50577",-3.5931
"F8418",-2.3407
"F22628",-2.9709
"F4406",-0.6067
"F33308",-2.9582
"F23422",-4.5853
"F6247",-2.9403
"F36861",-1.7291
"F10005",-4.4974
"F3078",-2.7658
"F17552",-2.9542
"F43935",-1.4593
"F10048",-4.8593
"F50472",-3.133
"F26283",-2.8374
"F15270",1.5964
"F3713",0.4619
"F8720",-1.2946
"F9938",-3.1081
"F50814",3.2478
"F4119",-2.5259
"F3393",0.5642
"F52939",-1.358
"F1814",0.8795
"F43560",2.4994
"F3512",0.5997
"F5960",-6.9011
"F9675",-4.1852
"F6514",-2.0262
"F8561",0.5904
"F26492",-4.194
"F55095",-3.5314
"F3646",-5.3194
"F38776",-4.2773
"F4541",-3.5318
"F49647",-4.3103
"F50481",-1.8756
"F65690",0.3324
"F59706",-2.1846
"F50639",-2.8982
"F55697",-2.2024
"F59467",-5.8021
"F46129",-4.3023
"F25055",-3.5799
"F34032",-4.2838
"F33596",-5.0391
"F30343",-2.1974
"F4833",-0.9513
"F52157",6.4334
"F5491",-1.6469
"F1225",3.3099
"F53977",3.2526
"F40968",-2.9149
"F44056",-1.1021
"F24364",-4.177
"F57",1.6927
"F28739",-1.7103
"F50523",-3.4625
"F55921",-1.702
"F54",1.4953
"F48392",-2.716
"F26594",2.647
"F7754",-0.955
"F23326",-3.928
"F26357",-4.7361
"F3845",0.4446
"F6621",-3.6352
"F11579",0.3766
"F10195",-2.2016
"F26392",-3.4083
"F20200",-0.8774
"F20399",-2.3954
"F19099",-3.8228
"F52393",3.6815
"F27210",-0.8009
"F49116",-2.8494
"F53890",-3.8065
"F509",1.1526
"F40097",-1.7287
"F8444",-3.6525
"F14842",-2.9931
"F5227",-3.1315
"F6550",-4.3499
"F5895",-1.1951
"F49689",-2.1216
"F6581",-2.6255
"F43052",-4.6122
"F3058",-3.0771
"F3340",-4.5329
"F3389",0.4463
"F4651",-1.612
"F44814",-2.9128
"F3061",-0.7672
"F55077",-0.8899
"F50755",-1.6781
"F40777",-1.1493
"F8803",-0.63
"F40644",3.1475
"F36595",-2.6475
"F32875",-4.6659
"F908",-1.5478
"F5132",-1.7533
"F7958",-2.5199
"F28018",-5.271
"F5155",-1.0555
"F451",-2.4227
"F24983",-5.5126
"F5752",-1.0676
"F55575",-3.392
"F1497",4.9211
"F20944",-3.8068
"F55273",2.7358
"F2579",-2.1478
"F43019",-3.7132
"F3834",0.4775
"F22540",-2.5785
"F36471",-2.5304
"F7655",-3.8472
"F21640",-3.7797
"F29516",-5.0725
"F55320",-5.93
"F852",-1.852
"F11506",0.3649
"F23680",-2.6428
"F4112",-1.1383
"F6624",-2.0669
"F5135",-1.3585
"F6326",5.2138
"F33609",0.7188
"F19813",-2.0157
"F35419",-3.5486
"F53409",-4.2083
"F5824",-2.5592
"F56404",6.4341
"F3415",-3.1308
"F32291",-4.2687
"F5250",-0.5957
"F27108",-7.3179
"F4187",-3.3655
"F15404",-3.4516
"F23558",-3.706
"F30583",-4.2718
"F7935",-3.4868
"F50600",-0.4325
"F34612",-2.5864
"F26412",-3.0754
"F3730",-3.9659
"F3743",-4.6932
"F5169",-0.9374
"F30693",-3.6682
"F3444",-1.0519
"F26722",-2.3586
"F9641",-1.1011
"F24348",-2.6795
"F33987",-1.5815
"F3351",0.5017
"F4140",-1.9943
"F8554",-4.0406
"F8955",-1.2256
"F32025",-1.0189
"F6254",-1.7266
"F40030",-1.3969
"F59607",-3.928
"F55307",-7.6704
"F5673",-0.7375
"F42525",-2.1745
"F35344",-4.5027
"F5974",-2.0883
"F6174",-1.9558
"F8401",-4.0217
"F5216",-3.8076
"F6896",-2.3646
"F53383",-4.1148
"F36357",-1.1561
"F17550",-4.3338
"F50580",-3.4235
"F52546",-3.0797
"F7011",0.4657
"F5687",-1.9127
"F7502",-2.4341
"F3608",-3.2414
"F56014",2.3649
"F7812",-2.8771
"F6833",-2.6207
"F42017",1.6026
"F66545",0.5212
"F7484",-1.9483
"F5139",2.2429
"F10117",-3.0269
"F55356",-3.8999
"F57244",1.6075
"F9358",-1.8688
"F40703",2.1553
"F3734",-3.7291
"F7756",-1.9789
"F7257",-4.3957
"F7243",-7.164
"F8723",-1.5693
"F55481",-1.192
"F55615",-2.6793
"F3012",-2.6108
"F22708",-4.3697
"F5935",-3.2205
"F10242",-2.9561
"F10265",-5.8114
"F50200",0.2779
"F5468",3.0019
"F53851",0.893
"F9372",0.3963
"F10585",5.1286
"F44071",-1.5473
"F26221",-1.6113
"F5773",-1.595
"F41787",-3.5457
"F10803",-4.8352
"F42081",-3.3517
"F4957",-1.0813
"F8066",-2.3749
"F7613",-1.5214
"F8365",-2.8993
"F55632",-2.8585
"F32107",-0.8962
"F28077",-1.6642
"F55140",-3.028
"F36641",-1.191
"F26540",-3.0655
"F2838",2.411
"F59155",-2.3456
"F29307",-6.2533
"F30249",-4.885
"F44049",-1.5068
"F35291",1.3155
"F6684",5.2293
"F43215",-3.8056
"F6861",-3.8757
"F51469",-0.9069
"F18907",-1.419
"F52523",-3.6633
"F55661",-2.6141
"F55541",1.5813
"F29874",-7.3265
"F7599",-1.2825
"F2474",-2.509
"F51596",-5.4696
"F38680",-1.8722
"F8991",-3.9279
"F3446",-2.5228
"F1099",-2.2092
"F17021",-3.167
"F48979",-5.4097
"F8383",5.3335
"F44648",-4.4129
"F5541",1.8009
"F18211",-2.2598
"F51906",-4.0064
"F35610",-3.2385
"F12277",-4.1626
"F3620",-3.4479
"F21962",-2.6541
"F6748",3.008
"F30342",-2.4025
"F54025",-4.2531
"F7682",2.4042
"F23487",-1.8865
"F59541",0.3025
"F2773",1.6247
"F7165",0.8563
"F13637",-3.4171
"F38531",2.0774
"F33397",-2.9035
"F1570",-2.5358
"F9775",-3.3842
"F16798",-2.9158
"F6963",1.2358
"F19625",2.1631
"F6024",-2.5122
"F18520",-3.014
"F20119",-4.2742
"F20502",-1.2886
"F5297",-2.2156
"F16060",-4.3605
"F33667",-6.7214
"F7161",-2.8604
"F36312",-7.1139
"F48645",-4.576
"F33835",-3.1232
"F7096",1.0895
"F48643",-6.2211
"F15502",-4.585
"F52307",2.0172
"F2424",-0.6274
"F41434",-4.2269
"F11594",0.7678
"F20406",-4.5603
"F32602",-4.6413
"F4595",-4.8306
"F10581",-2.326
"F6647",1.8317
"F10494",-3.5868
"F50368",-1.8013
"F52746",0.9478
"F43240",-2.1692
"F113",0.3613
"F7726",-3.3885
"F13365",-1.3172
"F7601",-1.9999
"F3391",-3.915
"F36645",-4.6685
"F53972",1.9776
"F7371",-3.9389
"F3603",-4.9149
"F61746",-4.2906
"F48193",-4.2578
"F1026",3.9574
"F20364",-1.7325
"F8754",-4.4153
"F17201",-4.8123
"F96",0.5049
"F44153",-1.3616
"F55492",-2.9726
"F12393",-5.0885
"F20397",-2.047
"F41734",-3.861
"F42557",-3.2307
"F3627",-3.1913
"F7295",-3.6165
"F48507",0.7395
"F4597",1.84
"F49818",-3.4562
"F56186",-2.8566
"F4432",-4.6204
"F6371",-2.8156
"F36623",-4.0392
"F3067",-2.304
"F19176",-3.4819
"F20479",-3.4066
"F4207",-3.5916
"F11285",0.6593
"F6883",-0.9063
"F21269",-2.833
"F11140",0.4707
"F27779",-3.8974
"F7963",0.4103
"F52972",4.0093
"F26693",-4.3911
"F26837",-5.8521
"F15386",-5.3015
"F10548",-1.7325
"F6923",-8.1081
"F10147",0.4723
"F44516",-3.0873
"F11564",0.3684
"F16204",4.1319
"F3994",0.4369
"F4673",-3.2871
"F53917",0.5251
"F24580",-5.5153
"F48829",0.8223
"F59873",-1.9748
"F3481",0.5644
"F27497",-2.768
"F11567",0.7323
"F7377",-3.8329
"F6142",-2.4782
"F24588",-4.1814
"F4460",5.2426
"F27669",-3.5927
"F34175",1.206
"F19270",-1.4422
"F21081",-3.7715
"F4064",-4.1699
"F45697",2.6272
"F3336",-0.7011
"F15585",-4.924
"F19431",-2.179
"F7471",-0.9671
"F45099",-3.4183
"F6714",-0.852
"F32100",-0.903
"F44536",-3.7704
"F50733",0.251
"F3943",-3.3683
"F21037",-5.299
"F5782",-3.3907
"F3689",-1.7325
"F7479",-2.5019
"F9577",-4.8185
"F9545",-5.2244
"F49719",-4.0913
"F5715",-1.1081
"F22750",-3.1199
"F3332",-2.0327
"F6375",-2.2891
"F36395",-0.8461
"F27531",-1.3687
"F50496",-3.9062
"F14705",-3.0194
"F10443",-2.363
"F11519",0.3564
"F52460",0.3691
"F12625",3.9251
"F3888",3.2588
"F10064",-2.5225
"F21550",-2.7993
"F16169",-2.9625
"F7653",-2.6709
"F22616",-4.4803
"F9581",-4.1817
"F58359",4.8899
"F40152",5.3735
"F51922",-3.3701
"F2483",-2.9186
"F10311",-4.3781
"F49687",-3.7773
"F48160",-4.8447
"F49089",-3.1003
"F103",0.6024
"F49779",-4.2305
"F6792",-2.3384
"F93",0.3245
"F28100",-5.4662
"F48466",-1.4723
"F104",0.4955
"F47021",1.6716
"F21220",-1.4374
"F22067",-2.9357
"F28217",-6.2656
"F9674",-2.1403
"F5923",-2.6883
"F7734",-2.0232
"F21416",-2.1523
"F18196",-4.5866
"F7360",-2.7595
"F11701",-1.6115
"F44825",-1.1133
"F28798",-4.8593
"F4913",-1.6044
"F8911",0.4326
"F7198",3.8668
"F52043",7.002
"F55195",-2.0029
"F43153",-2.9179
"F19063",-3.0934
"F33089",-3.7204
"F45060",-1.855
"F2482",4.8303
"F23341",-3.6353
"F35959",-3.8244
"F5786",-2.5836
"F8320",-2.6358
"F1963",-2.5741
"F49525",1.4423
"F5759",2.9617
"F20523",-3.1878
"F54222",-1.6939
"F50655",-1.9306
"F7119",0.7274
"F57361",2.834
"F9155",0.6981
"F28427",-4.9236
"F53618",0.3414
"F24934",-2.7959
"F7744",1.7048
"F7347",-4.405
"F1900",-3.2529
"F19795",-2.3214
"F11242",0.4764
"F50324",-1.402
"F43141",-5.533
"F7256",-3.625
"F50205",-4.281
"F53535",-0.8247
"F50191",-2.333
"F27571",-2.2899
"F23724",3.2655
"F19953",-1.0113
"F4185",-5.2106
"F62138",-3.9368
"F10243",-1.8738
"F3669",-2.7583
"F41934",-2.2952
"F3044",0.6566
"F33610",-2.8411
"F3568",4.6853
"F20547",-4.3629
"F32007",-1.3303
"F52207",-2.5002
"F49024",-3.0047
"F11358",-4.0103
"F55549",-3.9865
"F42407",-2.1778
"F49668",-5.2236
"F50432",-2.8188
"F28986",-2.7736
"F24201",-0.7314
"F11375",0.3795
"F6552",-2.8663
"F33680",-2.5505
"F29799",-5.1849
"F51172",3.3001
"F3930",-1.9001
"F45578",-2.7107
"F19647",-1.034
"F14000",-3.4831
"F57115",-4.9184
"F33182",-2.0414
"F50582",3.3854
"F8992",-2.2789
"F6085",3.272
"F3835",-2.5754
"F36286",-2.1708
"F44910",-4.0562
"F117",0.3257
"F5341",-4.0461
"F522",-4.4025
"F7905",1.1112
"F57236",-2.743
"F2836",-1.9568
"F21864",-3.6852
"F7546",-2.2776
"F9158",-5.7732
"F7705",-2.0333
"F17752",-3.6527
"F5029",-1.8808
"F8232",-2.4764
"F50579",-3.5825
"F66078",0.4375
"F45988",-5.5875
"F8403",-1.9849
"F46993",0.7308
"F33132",-2.9157
"F42436",-1.9629
"F3005",0.6324
"F7674",-1.7853
"F17699",4.8784
"F23651",-3.1366
"F9629",0.5037
"F18224",-4.7746
"F5104",-2.3176
"F34023",-4.1727
"F55123",0.7468
"F7743",-2.208
"F44817",-1.0144
"F18275",-4.4324
"F54684",0.3609
"F28701",-5.6441
"F118",0.3427
"F17099",-1.474
"F9368",1.6815
"F23276",-4.0988
"F11531",-6.9137
"F39731",-4.9099
"F9869",0.4719
"F34347",-3.7943
"F6933",3.4176
"F2597",-3.719
"F65649",0.4026
"F7365",-4.0646
"F9584",0.4686
"F21079",-1.6836
"F26018",-6.0098
"F33830",-3.3996
"F59727",-4.822
"F18327",-4.3473
"F16594",-2.5413
"F18426",-4.6351
"F11703",0.8666
"F4600",-1.5204
"F2609",-1.6106
"F17023",-2.6277
"F5767",-0.9201
"F11713",-1.4529
"F41782",-3.011
"F44165",-1.2388
"F15206",4.8613
"F25047",-4.0165
"F5975",-2.245
"F19434",-3.456
"F61813",4.808
"F18793",-4.3936
"F40272",-5.0948
"F48174",0.7483
"F1160",2.8487
"F9346",-1.8709
"F42400",-1.6934
"F5668",-0.9158
"F32901",-4.051
"F20615",-0.7234
"F10736",-2.3877
"F110",0.3157
"F11391",0.3031
"F9549",-3.9662
"F6501",-0.8232
"F10196",-2.0805
"F7220",-2.5948
"F3358",-5.0309
"F4297",4.8261
"F26702",-4.6389
"F5505",-2.2447
"F404",-1.5629
"F11856",-2.2221
"F11125",0.3865
"F58859",-1.9306
"F4232",-0.9363
"F17150",-1.1317
"F7300",4.8346
"F57166",-1.7655
"F11362",0.4528
"F26413",-4.5385
"F18282",-2.6772
"F51233",1.6986
"F18223",-4.5729
"F3302",-1.6132
"F53185",0.9589
"F5039",2.3453
"F10957",3.3998
"F31153",-4.121
"F36207",-3.0845
"F7152",-5.9014
"F4276",0.6177
"F55727",-5.4655
"F41077",-3.0229
"F44911",-2.4905
"F7363",-4.0652
"F41968",1.711
"F20942",-1.5075
"F21608",-2.3611
"F5013",-1.6793
"F4362",2.4253
"F25793",-1.4358
"F39313",-3.6784
"F18144",-3.4599
"F35475",-3.0845
"F10518",-2.0941
"F31479",-5.7973
"F50666",-2.1563
"F23623",-1.8684
"F11779",0.3568
"F7520",-0.9001
"F60612",-3.7553
"F8483",-2.7275
"F28982",-4.1263
"F7492",-2.8889
"F55673",-4.4735
"F11495",0.3483
"F3772",-5.4535
"F48730",-1.8679
"F16230",-4.3531
"F28315",-4.7812
"F23098",-4.9667
"F26854",-3.1661
"F10499",-1.7373
"F18389",-3.0759
"F20241",-5.4685
"F3436",0.4209
"F50955",0.2444
"F54901",-2.6495
"F37030",-3.0928
"F5530",4.8626
"F58863",-3.7826
"F21304",-3.5134
"F8392",-3.3211
"F55603",-4.0055
"F3966",-0.9659
"F10061",-4.2857
"F7679",3.9315
"F24640",-3.2873
"F8167",-1.9166
"F9548",-5.2059
"F33058",0.2875
"F52387",-2.5812
"F5315",4.9716
"F7746",-2.1306
"F37742",-3.4962
"F6401",0.6549
"F5423",-0.4606
"F39216",-3.8416
"F51740",-5.8317
"F23626",-2.1547
"F4326",-1.1507
"F29328",1.6863
"F23220",-2.7483
"F47079",-4.491
"F59329",-2.0182
"F50593",-3.7122
"F11734",-1.5105
"F43051",-3.8957
"F5088",-0.7862
"F6545",-3.0939
"F13376",-4.3112
"F16093",-2.3064
"F6244",-6.0608
"F12330",-3.2313
"F39866",-2.6609
"F35773",0.1699
"F55703",-5.9822
"F10171",0.9452
"F5758",-1.7872
"F1768",2.9561
"F8909",2.6787
"F42662",-3.3137
"F50405",-3.6691
"F6215",-2.0195
"F1790",2.3592
"F5045",-2.8581
"F10953",0.3812
"F3494",0.4614
"F9903",-4.7758
"F5289",-7.2849
"F32595",-4.7982
"F33657",-2.3412
"F7114",1.7784
"F1844",3.1422
"F19696",-1.9767
"F50395",-2.6329
"F6620",-1.5467
"F6050",3.4846
"F5374",-1.6719
"F21489",-3.7631
"F53464",1.0916
"F48755",-7.0404
"F42164",-3.948
"F16155",-3.7081
"F38266",5.7788
"F7855",-0.9069
"F5438",-2.6382
"F55159",-5.1829
"F35008",-1.4164
"F21605",-3.3741
"F44251",3.8034
"F4621",-3.7656
"F44055",-1.1274
"F50939",-1.5921
"F55458",-1.9959
"F7789",-4.3626
"F21134",-4.5428
"F37095",-3.1812
"F2876",-2.3536
"F35719",-4.5749
"F22922",-3.3249
"F44415",-0.926
"F27552",-1.316
"F38260",-5.0029
"F55471",-3.5164
"F26073",-2.8987
"F28188",-5.5234
"F18377",-3.5477
"F3716",0.3905
"F27814",-5.7604
"F49085",-4.7169
"F4926",-1.754
"F22337",-3.3369
"F33688",3.67
"F43332",5.4524
"F42113",-3.2376
"F7302",-4.4007
"F23946",-1.2112
"F7228",-3.1248
"F8243",-2.8252
"F30741",-3.12
"F48751",3.015
"F50513",-3.3165
"F5896",-1.9192
"F27981",-1.9925
"F50871",-0.9956
"F9080",0.6143
"F55299",-2.8263
"F2464",-3.3982
"F46164",4.1939
"F7587",-2.6027
"F50059",-0.6437
"F5384",-0.8583
"F36491",1.6279
"F7432",-3.1715
"F4321",0.3443
"F50858",-1.9305
"F120",0.2996
"F52312",-3.1836
"F18136",-3.2234
"F50597",-3.7425
"F21283",-2.8015
"F4247",-0.4419
"F18381",4.743
"F50845",-0.6609
"F56690",-2.583
"F11618",0.3509
"F26173",-5.0634
"F18649",-2.3569
"F6733",-2.4975
"F29500",-3.5846
"F20396",-1.366
"F4912",-1.2314
"F44154",-3.1231
"F3565",0.3394
"F7373",-2.3296
"F48",-1.4855
"F11416",0.4252
"F587",1.2666
"F8957",0.3386
"F29461",-6.4546
"F26086",-3.9058
"F27987",-3.1595
"F10078",1.5449
"F42061",1.12
"F11025",0.3605
"F9181",-5.242
"F23927",-3.2187
"F34663",0.4868
"F24268",6.2718
"F7545",-0.5013
"F26808",-2.0069
"F4900",-6.0866
"F7869",1.9922
"F18135",-3.6094
"F26656",-3.7432
"F51470",-1.8892
"F20339",-3.4408
"F8100",1.1507
"F55674",-3.6567
"F55004",-2.3372
"F35837",4.1022
"F37328",-2.3042
"F44255",-3.774
"F37143",-3.6636
"F27558",-6.5158
"F101",0.4378
"F10204",0.2732
"F11410",0.3071
"F39229",-2.8524
"F44854",-3.5151
"F22477",-3.1299
"F49134",-3.8431
"F57462",2.2101
"F48849",-3.0529
"F23654",-3.0021
"F7485",-1.5147
"F53933",-3.763
"F52140",-2.2464
"F3380",0.4383
"F8113",-1.8833
"F8134",1.3258
"F27326",-5.1877
"F42864",-2.9894
"F56563",1.7885
"F5215",1.0843
"F19215",-0.8699
"F33368",-2.1873
"F49711",-2.7452
"F48997",1.1915
"F27862",-1.6269
"F55596",-3.4584
"F6066",-1.8524
"F4922",-4.3158
"F7690",-3.3841
"F45598",-2.357
"F23330",-3.0171
"F25917",-3.7664
"F28078",-3.81
"F22552",-2.9738
"F4486",-2.2789
"F44001",-2.2272
"F2665",-2.4941
"F44469",-1.1624
"F42762",-4.0445
"F934",-1.8501
"F7361",-1.241
"F27581",-2.5869
"F26253",-2.769
"F12324",-4.129
"F23474",-4.2586
"F9312",-2.2672
"F44749",-1.4399
"F45034",-2.7623
"F3857",-1.9016
"F3815",0.3554
"F27547",-1.6871
"F20936",-2.2832
"F8417",-3.1549
"F4004",0.3762
"F7531",-2.9071
"F11566",-2.8035
"F108",0.295
"F39814",-2.702
"F4954",0.4391
"F55712",-2.8581
"F41133",4.8517
"F45029",-2.131
"F52977",-1.63
"F10255",-2.1067
"F9720",0.4558
"F39376",-2.5057
"F55522",-5.5352
"F5853",-0.9602
"F4258",2.1096
"F22810",-3.1369
"F8746",-2.0467
"F35657",-2.0229
"F55669",-2.8985
"F8059",3.9583
"F14014",-2.3279
"F11676",-1.3704
"F10186",-3.5474
"F5594",-1.0936
"F55501",-2.4523
"F18190",-0.9598
"F11282",0.8278
"F4148",7.8749
"F22104",-2.4253
"F32787",4.2751
"F21251",-2.7087
"F61080",-5.1996
"F55576",-4.0474
"F35488",-1.3739
"F62",4.9853
"F16240",5.7378
"F25088",-3.7513
"F40753",-3.5382
"F23122",-1.623
"F39047",-5.2199
"F52924",-3.8059
"F16272",-2.7888
"F17616",-1.7877
"F5030",-1.2196
"F49780",-2.7337
"F56368",2.7485
"F49901",-2.997
"F25006",1.4591
"F13170",-4.0943
"F22953",-1.2835
"F19509",-3.7531
"F37204",-3.3954
"F53961",3.9311
"F25301",-2.8832
"F55217",-2.0915
"F26621",-1.4047
"F122",0.302
"F3699",0.6541
"F10190",-3.8055
"F53204",1.8272
"F4892",-0.857
"F50970",-3.7688
"F5861",-2.5981
"F8212",-2.6122
"F27331",-1.6282
"F4382",-1.7969
"F15810",-2.1015
"F5593",-1.8459
"F23392",-2.2639
"F36402",-3.0299
"F16267",-1.8682
"F53005",1.0244
"F42574",1.7373
"F10170",0.8796
"F6584",-3.7071
"F1301",-3.1505
"F9980",-1.8485
"F33436",-4.4234
"F9426",-2.9773
"F44275",-1.5213
"F9271",1.4215
"F30287",-2.8572
"F7559",-1.8749
"F49560",-3.3076
"F27666",-1.7474
"F33103",-2.6549
"F23195",1.6088
"F48905",4.7096
"F53517",-2.5723
"F49582",-1.8598
"F26618",-3.7499
"F37442",-3.4781
"F10232",0.2672
"F3942",-2.2311
"F15709",-3.9101
"F14653",-2.4899
"F9156",-2.1607
"F3454",-5.1421
"F41306",-4.4519
"F43203",-3.3944
"F3053",-1.6018
"F9036",-1.378
"F8779",0.4095
"F42085",-3.76
"F4301",1.851
"F1834",-4.2084
"F16610",-2.1276
"F28728",-3.647
"F6937",-5.8363
"F19760",-3.9924
"F28357",-4.0157
"F54343",-1.9865
"F4194",-4.0188
"F26092",-1.7667
"F44639",-4.2161
"F47114",-4.166
"F3504",-3.222
"F11702",0.765
"F54090",-5.764
"F6172",4.9625
"F381",2.2265
"F8025",-1.8745
"F48285",-3.9466
"F44135",-1.4166
"F24624",-3.0803
"F5345",-5.4485
"F7323",2.4081
"F5160",-1.8304
"F19402",-3.9924
