"","feature","metadata","value","qvalue"
"F43471","F43471","diagnosis","UC",0.894405658127636
"F46934","F46934","diagnosis","UC",0.894405658127636
"F60356","F60356","diagnosis","UC",0.894405658127636
"F1315","F1315","diagnosis","UC",0.894405658127636
"F37673","F37673","diagnosis","UC",0.894405658127636
"F6773","F6773","diagnosis","UC",0.894421743292094
"F52570","F52570","diagnosis","UC",0.89449818137327
"F7089","F7089","diagnosis","UC",0.894537001485384
"F23006","F23006","diagnosis","UC",0.894537001485384
"F54524","F54524","diagnosis","UC",0.894711341665541
"F30335","F30335","diagnosis","UC",0.894738923646735
"F32851","F32851","diagnosis","UC",0.894738923646735
"F5529","F5529","diagnosis","UC",0.894971529607553
"F3985","F3985","diagnosis","UC",0.895017750897132
"F42606","F42606","diagnosis","UC",0.895162596819786
"F27744","F27744","diagnosis","UC",0.895162596819786
"F33410","F33410","diagnosis","UC",0.895187072250098
"F44802","F44802","diagnosis","UC",0.89519210513029
"F51019","F51019","diagnosis","UC",0.895290168950723
"F1634","F1634","diagnosis","UC",0.89535944699265
"F4593","F4593","diagnosis","UC",0.89536119984681
"F49553","F49553","diagnosis","UC",0.895366532858499
"F13988","F13988","diagnosis","UC",0.895377401740707
"F26005","F26005","diagnosis","UC",0.895390288900757
"F48361","F48361","diagnosis","UC",0.895494756458811
"F46794","F46794","diagnosis","UC",0.895524229797723
"F19977","F19977","diagnosis","UC",0.895549408542559
"F32211","F32211","diagnosis","UC",0.895607015795223
"F43898","F43898","diagnosis","UC",0.895607015795223
"F58848","F58848","diagnosis","UC",0.895607015795223
"F57842","F57842","diagnosis","UC",0.895649724935695
"F59376","F59376","diagnosis","UC",0.895649724935695
"F44396","F44396","diagnosis","UC",0.89577829146945
"F464","F464","diagnosis","UC",0.895785453637138
"F20203","F20203","diagnosis","UC",0.895802623535235
"F13527","F13527","diagnosis","UC",0.895802623535235
"F8664","F8664","diagnosis","UC",0.8959825483036
"F3270","F3270","diagnosis","UC",0.896009753600053
"F25020","F25020","diagnosis","UC",0.896072390858273
"F60653","F60653","diagnosis","UC",0.896072390858273
"F26008","F26008","diagnosis","UC",0.896113798278343
"F62996","F62996","diagnosis","UC",0.896129865892929
"F52636","F52636","diagnosis","UC",0.896129865892929
"F55300","F55300","diagnosis","UC",0.896164700764563
"F12195","F12195","diagnosis","UC",0.896164700764563
"F33592","F33592","diagnosis","UC",0.896164700764563
"F44163","F44163","diagnosis","UC",0.896164700764563
"F43648","F43648","diagnosis","UC",0.896308677182596
"F11813","F11813","diagnosis","UC",0.896343079084224
"F11369","F11369","diagnosis","UC",0.896343079084224
"F50370","F50370","diagnosis","UC",0.896343079084224
"F54534","F54534","diagnosis","UC",0.896343079084224
"F35113","F35113","diagnosis","UC",0.896479005862785
"F38371","F38371","diagnosis","UC",0.896479005862785
"F58153","F58153","diagnosis","UC",0.896527003690888
"F60229","F60229","diagnosis","UC",0.896551081645537
"F38277","F38277","diagnosis","UC",0.896565901279751
"F18385","F18385","diagnosis","UC",0.896691977876532
"F24365","F24365","diagnosis","UC",0.89669437685709
"F43521","F43521","diagnosis","UC",0.89669437685709
"F59296","F59296","diagnosis","UC",0.89669437685709
"F28084","F28084","diagnosis","UC",0.896707634316036
"F31375","F31375","diagnosis","UC",0.896722853331118
"F49604","F49604","diagnosis","UC",0.896732405847889
"F5647","F5647","diagnosis","UC",0.896732405847889
"F30142","F30142","diagnosis","UC",0.896754848699385
"F55377","F55377","diagnosis","UC",0.896833423706825
"F11730","F11730","diagnosis","UC",0.896833423706825
"F16444","F16444","diagnosis","UC",0.896833423706825
"F11467","F11467","diagnosis","UC",0.896895723934406
"F47482","F47482","diagnosis","UC",0.896895723934406
"F54803","F54803","diagnosis","UC",0.896895723934406
"F16728","F16728","diagnosis","UC",0.896905363186877
"F9923","F9923","diagnosis","UC",0.896927166034211
"F17994","F17994","diagnosis","UC",0.896927166034211
"F43925","F43925","diagnosis","UC",0.896955418975891
"F55797","F55797","diagnosis","UC",0.897110472165306
"F9352","F9352","diagnosis","UC",0.897202763055213
"F47632","F47632","diagnosis","UC",0.897202763055213
"F16736","F16736","diagnosis","UC",0.897508977781084
"F35274","F35274","diagnosis","UC",0.897508977781084
"F8792","F8792","diagnosis","UC",0.897508977781084
"F34359","F34359","diagnosis","UC",0.897508977781084
"F45465","F45465","diagnosis","UC",0.897508977781084
"F42511","F42511","diagnosis","UC",0.897532312266701
"F45747","F45747","diagnosis","UC",0.897575017069911
"F23800","F23800","diagnosis","UC",0.897647700420786
"F41630","F41630","diagnosis","UC",0.897647700420786
"F37766","F37766","diagnosis","UC",0.897703977288619
"F10782","F10782","diagnosis","UC",0.897806958978688
"F58184","F58184","diagnosis","UC",0.897881509777136
"F66923","F66923","diagnosis","UC",0.897881509777136
"F29867","F29867","diagnosis","UC",0.897886961434933
"F29396","F29396","diagnosis","UC",0.897921465761099
"F16921","F16921","diagnosis","UC",0.898083526213303
"F29190","F29190","diagnosis","UC",0.898138103391931
"F48035","F48035","diagnosis","UC",0.898216497163741
"F58025","F58025","diagnosis","UC",0.898216497163741
"F54456","F54456","diagnosis","UC",0.898257611314814
"F56136","F56136","diagnosis","UC",0.898257611314814
"F55191","F55191","diagnosis","UC",0.89827620872803
"F37187","F37187","diagnosis","UC",0.89839616656468
"F15257","F15257","diagnosis","UC",0.898422469048808
"F31540","F31540","diagnosis","UC",0.898422469048808
"F65106","F65106","diagnosis","UC",0.89851525977787
"F27536","F27536","diagnosis","UC",0.898540481569104
"F5369","F5369","diagnosis","UC",0.898640005505515
"F6717","F6717","diagnosis","UC",0.898654801895159
"F4211","F4211","diagnosis","UC",0.898654801895159
"F50103","F50103","diagnosis","UC",0.89871325421822
"F30","F30","diagnosis","UC",0.898764958204619
"F311","F311","diagnosis","UC",0.898856691051751
"F55921","F55921","diagnosis","UC",0.898825531093235
"F33762","F33762","diagnosis","UC",0.898859358906581
"F64196","F64196","diagnosis","UC",0.898859358906581
"F56294","F56294","diagnosis","UC",0.899041501511002
"F47225","F47225","diagnosis","UC",0.899152626129221
"F24977","F24977","diagnosis","UC",0.899192976170594
"F27375","F27375","diagnosis","UC",0.899192431077603
"F29861","F29861","diagnosis","UC",0.899192976170594
"F57401","F57401","diagnosis","UC",0.899192431077603
"F61615","F61615","diagnosis","UC",0.899195823096898
"F31589","F31589","diagnosis","UC",0.899312526476518
"F58769","F58769","diagnosis","UC",0.899340123366733
"F8665","F8665","diagnosis","UC",0.899340123366733
"F52876","F52876","diagnosis","UC",0.899665264600469
"F42548","F42548","diagnosis","UC",0.899678936599145
"F9414","F9414","diagnosis","UC",0.899695540954245
"F52519","F52519","diagnosis","UC",0.899723728864583
"F38594","F38594","diagnosis","UC",0.899723728864583
"F31253","F31253","diagnosis","UC",0.899731429610674
"F53139","F53139","diagnosis","UC",0.899783066737225
"F54562","F54562","diagnosis","UC",0.899783066737225
"F62232","F62232","diagnosis","UC",0.899828112424527
"F62078","F62078","diagnosis","UC",0.899872680810344
"F48939","F48939","diagnosis","UC",0.899886312855047
"F32158","F32158","diagnosis","UC",0.899981205762951
"F31061","F31061","diagnosis","UC",0.900041468517978
"F54256","F54256","diagnosis","UC",0.900085259671647
"F4634","F4634","diagnosis","UC",0.90011622852487
"F48977","F48977","diagnosis","UC",0.900229303819636
"F34678","F34678","diagnosis","UC",0.900357838982984
"F6454","F6454","diagnosis","UC",0.900403519154513
"F56906","F56906","diagnosis","UC",0.900413946640033
"F4533","F4533","diagnosis","UC",0.900413946640033
"F24670","F24670","diagnosis","UC",0.900413946640033
"F27083","F27083","diagnosis","UC",0.900413946640033
"F44090","F44090","diagnosis","UC",0.900413946640033
"F62776","F62776","diagnosis","UC",0.900413946640033
"F5745","F5745","diagnosis","UC",0.900489938520336
"F13202","F13202","diagnosis","UC",0.900563830675033
"F13376","F13376","diagnosis","UC",0.900576255264899
"F18787","F18787","diagnosis","UC",0.900654126574556
"F49926","F49926","diagnosis","UC",0.900654126574556
"F49897","F49897","diagnosis","UC",0.900655524885893
"F5261","F5261","diagnosis","UC",0.900793244429284
"F51831","F51831","diagnosis","UC",0.900793244429284
"F37206","F37206","diagnosis","UC",0.900793244429284
"F63010","F63010","diagnosis","UC",0.900795883390929
"F11807","F11807","diagnosis","UC",0.900948836629118
"F26111","F26111","diagnosis","UC",0.900983093489695
"F56679","F56679","diagnosis","UC",0.900983093489695
"F37389","F37389","diagnosis","UC",0.901012628127645
"F22055","F22055","diagnosis","UC",0.901012628127645
"F23803","F23803","diagnosis","UC",0.901039122007459
"F55235","F55235","diagnosis","UC",0.901045139120992
"F53394","F53394","diagnosis","UC",0.901142732514058
"F48328","F48328","diagnosis","UC",0.901143254978478
"F29810","F29810","diagnosis","UC",0.901187728638331
"F21633","F21633","diagnosis","UC",0.901187728638331
"F797","F797","diagnosis","UC",0.901187728638331
"F52411","F52411","diagnosis","UC",0.901187728638331
"F16074","F16074","diagnosis","UC",0.901187728638331
"F32780","F32780","diagnosis","UC",0.901187728638331
"F33738","F33738","diagnosis","UC",0.901187728638331
"F13345","F13345","diagnosis","UC",0.901187728638331
"F55598","F55598","diagnosis","UC",0.901187728638331
"F56825","F56825","diagnosis","UC",0.901187728638331
"F21604","F21604","diagnosis","UC",0.901187728638331
"F52528","F52528","diagnosis","UC",0.901244902220618
"F56303","F56303","diagnosis","UC",0.901244902220618
"F11314","F11314","diagnosis","UC",0.901267216732136
"F588","F588","diagnosis","UC",0.901365545427701
"F30226","F30226","diagnosis","UC",0.901418393667841
"F12481","F12481","diagnosis","UC",0.90145028708523
"F58216","F58216","diagnosis","UC",0.90145028708523
"F5975","F5975","diagnosis","UC",0.9015907586069
"F20174","F20174","diagnosis","UC",0.901617777813079
"F51963","F51963","diagnosis","UC",0.901807383408578
"F7224","F7224","diagnosis","UC",0.901873102175685
"F48480","F48480","diagnosis","UC",0.901873102175685
"F53446","F53446","diagnosis","UC",0.901889588081869
"F66425","F66425","diagnosis","UC",0.901889588081869
"F27968","F27968","diagnosis","UC",0.901892655234892
"F10561","F10561","diagnosis","UC",0.901948552703877
"F53105","F53105","diagnosis","UC",0.901959926814786
"F12936","F12936","diagnosis","UC",0.902005413240359
"F5159","F5159","diagnosis","UC",0.902142923848209
"F55582","F55582","diagnosis","UC",0.902163332272749
"F59256","F59256","diagnosis","UC",0.902195633755718
"F55735","F55735","diagnosis","UC",0.902269241515428
"F138","F138","diagnosis","UC",0.902318714951342
"F26526","F26526","diagnosis","UC",0.902431420887891
"F56470","F56470","diagnosis","UC",0.902440661268496
"F9056","F9056","diagnosis","UC",0.902476063081306
"F47608","F47608","diagnosis","UC",0.902511519817966
"F3215","F3215","diagnosis","UC",0.902581197552377
"F10294","F10294","diagnosis","UC",0.902581197552377
"F51783","F51783","diagnosis","UC",0.902581197552377
"F51909","F51909","diagnosis","UC",0.902565066683702
"F58566","F58566","diagnosis","UC",0.902581197552377
"F35627","F35627","diagnosis","UC",0.902581197552377
"F34225","F34225","diagnosis","UC",0.90278103998225
"F53351","F53351","diagnosis","UC",0.902816652731855
"F51427","F51427","diagnosis","UC",0.902845754202201
"F24697","F24697","diagnosis","UC",0.902965008483041
"F8587","F8587","diagnosis","UC",0.90314827164621
"F7171","F7171","diagnosis","UC",0.90314827164621
"F54689","F54689","diagnosis","UC",0.903183255808422
"F25253","F25253","diagnosis","UC",0.903183255808422
"F3136","F3136","diagnosis","UC",0.903183255808422
"F10791","F10791","diagnosis","UC",0.903183255808422
"F39027","F39027","diagnosis","UC",0.903183255808422
"F58641","F58641","diagnosis","UC",0.903183255808422
"F26425","F26425","diagnosis","UC",0.903253758916298
"F54522","F54522","diagnosis","UC",0.903273081493531
"F23060","F23060","diagnosis","UC",0.9033322621231
"F30683","F30683","diagnosis","UC",0.903425169243687
"F11213","F11213","diagnosis","UC",0.903426463903571
"F44531","F44531","diagnosis","UC",0.903784879884985
"F16668","F16668","diagnosis","UC",0.903909094141185
"F45148","F45148","diagnosis","UC",0.903909094141185
"F7402","F7402","diagnosis","UC",0.903909094141185
"F66636","F66636","diagnosis","UC",0.903909094141185
"F59829","F59829","diagnosis","UC",0.903909094141185
"F37140","F37140","diagnosis","UC",0.903960318530841
"F13336","F13336","diagnosis","UC",0.904001794125807
"F15213","F15213","diagnosis","UC",0.904050510573527
"F43763","F43763","diagnosis","UC",0.904050510573527
"F26993","F26993","diagnosis","UC",0.904050510573527
"F66582","F66582","diagnosis","UC",0.904050510573527
"F19310","F19310","diagnosis","UC",0.904050510573527
"F67144","F67144","diagnosis","UC",0.904050510573527
"F43435","F43435","diagnosis","UC",0.904075273484969
"F5290","F5290","diagnosis","UC",0.904121809554088
"F65821","F65821","diagnosis","UC",0.904137572023243
"F3463","F3463","diagnosis","UC",0.904137572023243
"F23585","F23585","diagnosis","UC",0.904172340532308
"F47803","F47803","diagnosis","UC",0.904218325541059
"F59032","F59032","diagnosis","UC",0.904218325541059
"F132","F132","diagnosis","UC",0.904233502273382
"F8712","F8712","diagnosis","UC",0.904250630779051
"F6842","F6842","diagnosis","UC",0.904250630779051
"F16593","F16593","diagnosis","UC",0.904264257777064
"F34880","F34880","diagnosis","UC",0.90431579721135
"F5341","F5341","diagnosis","UC",0.904381219313297
"F5449","F5449","diagnosis","UC",0.904482616761592
"F45264","F45264","diagnosis","UC",0.904529616520676
"F5066","F5066","diagnosis","UC",0.904623623384621
"F17616","F17616","diagnosis","UC",0.904623623384621
"F59678","F59678","diagnosis","UC",0.904783865255517
"F48115","F48115","diagnosis","UC",0.904807944912098
"F29595","F29595","diagnosis","UC",0.904891560055767
"F59875","F59875","diagnosis","UC",0.90489847831681
"F56273","F56273","diagnosis","UC",0.90492394300855
"F31308","F31308","diagnosis","UC",0.905065548503141
"F17536","F17536","diagnosis","UC",0.905065548503141
"F17836","F17836","diagnosis","UC",0.905065548503141
"F38883","F38883","diagnosis","UC",0.905065548503141
"F27554","F27554","diagnosis","UC",0.905065548503141
"F341","F341","diagnosis","UC",0.905084492383427
"F40625","F40625","diagnosis","UC",0.905101797793077
"F31160","F31160","diagnosis","UC",0.905101797793077
"F24115","F24115","diagnosis","UC",0.905101797793077
"F9763","F9763","diagnosis","UC",0.905111511598754
"F64874","F64874","diagnosis","UC",0.905236051350899
"F4524","F4524","diagnosis","UC",0.90528661043755
"F17481","F17481","diagnosis","UC",0.90528661043755
"F140","F140","diagnosis","UC",0.905304497148576
"F49588","F49588","diagnosis","UC",0.905304497148576
"F7543","F7543","diagnosis","UC",0.905304497148576
"F7776","F7776","diagnosis","UC",0.905304497148576
"F27654","F27654","diagnosis","UC",0.905304497148576
"F17380","F17380","diagnosis","UC",0.905304497148576
"F29251","F29251","diagnosis","UC",0.905304497148576
"F24005","F24005","diagnosis","UC",0.905315490188921
"F34824","F34824","diagnosis","UC",0.905315490188921
"F43740","F43740","diagnosis","UC",0.905606875187231
"F25688","F25688","diagnosis","UC",0.90571125418237
"F66706","F66706","diagnosis","UC",0.905723135178712
"F45258","F45258","diagnosis","UC",0.905750251883209
"F32035","F32035","diagnosis","UC",0.905798278684934
"F5834","F5834","diagnosis","UC",0.905798278684934
"F52746","F52746","diagnosis","UC",0.905798278684934
"F34909","F34909","diagnosis","UC",0.905799224013971
"F38274","F38274","diagnosis","UC",0.90586363509586
"F65030","F65030","diagnosis","UC",0.905888377825414
"F3934","F3934","diagnosis","UC",0.905888377825414
"F24126","F24126","diagnosis","UC",0.905900072419374
"F27611","F27611","diagnosis","UC",0.905993761868274
"F54193","F54193","diagnosis","UC",0.905993761868274
"F11324","F11324","diagnosis","UC",0.906028661225945
"F24034","F24034","diagnosis","UC",0.906297380305595
"F62395","F62395","diagnosis","UC",0.906297380305595
"F63822","F63822","diagnosis","UC",0.906337544886917
"F58075","F58075","diagnosis","UC",0.906485085740431
"F19894","F19894","diagnosis","UC",0.906485085740431
"F18332","F18332","diagnosis","UC",0.906497634352147
"F61709","F61709","diagnosis","UC",0.906698775583698
"F10396","F10396","diagnosis","UC",0.906698775583698
"F15493","F15493","diagnosis","UC",0.906698775583698
"F28451","F28451","diagnosis","UC",0.906698775583698
"F46146","F46146","diagnosis","UC",0.906698775583698
"F58956","F58956","diagnosis","UC",0.906698775583698
"F29631","F29631","diagnosis","UC",0.906751571711514
"F28494","F28494","diagnosis","UC",0.906993449096173
"F34080","F34080","diagnosis","UC",0.906993449096173
"F54361","F54361","diagnosis","UC",0.90700782169113
"F28539","F28539","diagnosis","UC",0.90703858467535
"F10971","F10971","diagnosis","UC",0.90703858467535
"F48578","F48578","diagnosis","UC",0.907050972076771
"F24632","F24632","diagnosis","UC",0.907089205302066
"F28936","F28936","diagnosis","UC",0.90709562593342
"F50152","F50152","diagnosis","UC",0.90711090839183
"F13515","F13515","diagnosis","UC",0.907126868558814
"F23833","F23833","diagnosis","UC",0.907126868558814
"F10872","F10872","diagnosis","UC",0.907135350852673
"F63333","F63333","diagnosis","UC",0.907205954557013
"F52112","F52112","diagnosis","UC",0.907222212772796
"F18926","F18926","diagnosis","UC",0.907227106312115
"F47656","F47656","diagnosis","UC",0.907245891365826
"F32962","F32962","diagnosis","UC",0.907245891365826
"F58853","F58853","diagnosis","UC",0.907245891365826
"F30015","F30015","diagnosis","UC",0.907252138729747
"F3893","F3893","diagnosis","UC",0.907252138729747
"F55171","F55171","diagnosis","UC",0.907252138729747
"F46360","F46360","diagnosis","UC",0.907252138729747
"F26564","F26564","diagnosis","UC",0.907314165531582
"F41306","F41306","diagnosis","UC",0.907323073592784
"F1792","F1792","diagnosis","UC",0.90733699804602
"F65411","F65411","diagnosis","UC",0.907335594691278
"F23247","F23247","diagnosis","UC",0.907366714620713
"F52455","F52455","diagnosis","UC",0.907366714620713
"F62191","F62191","diagnosis","UC",0.907366714620713
"F53500","F53500","diagnosis","UC",0.907408842836221
"F17632","F17632","diagnosis","UC",0.907547724096767
"F51604","F51604","diagnosis","UC",0.907595346272486
"F60143","F60143","diagnosis","UC",0.907674143413997
"F30080","F30080","diagnosis","UC",0.907710205694013
"F3284","F3284","diagnosis","UC",0.907754713067921
"F45665","F45665","diagnosis","UC",0.907754823344431
"F33539","F33539","diagnosis","UC",0.907810150064483
"F64432","F64432","diagnosis","UC",0.907810150064483
"F48914","F48914","diagnosis","UC",0.907810150064483
"F6054","F6054","diagnosis","UC",0.907810150064483
"F32129","F32129","diagnosis","UC",0.907810150064483
"F42997","F42997","diagnosis","UC",0.907854535905702
"F6256","F6256","diagnosis","UC",0.908049397274652
"F48645","F48645","diagnosis","UC",0.908025537546997
"F66954","F66954","diagnosis","UC",0.908077874666189
"F54983","F54983","diagnosis","UC",0.908077874666189
"F56897","F56897","diagnosis","UC",0.908077874666189
"F7200","F7200","diagnosis","UC",0.908077874666189
"F43008","F43008","diagnosis","UC",0.908077874666189
"F3715","F3715","diagnosis","UC",0.908077874666189
"F22899","F22899","diagnosis","UC",0.908270401280991
"F65485","F65485","diagnosis","UC",0.908326293707493
"F50944","F50944","diagnosis","UC",0.908327368566912
"F56088","F56088","diagnosis","UC",0.908435481855486
"F9669","F9669","diagnosis","UC",0.90845127356589
"F48555","F48555","diagnosis","UC",0.90845127356589
"F59040","F59040","diagnosis","UC",0.90845127356589
"F48584","F48584","diagnosis","UC",0.908484597192511
"F208","F208","diagnosis","UC",0.908535270108667
"F54216","F54216","diagnosis","UC",0.908535270108667
"F489","F489","diagnosis","UC",0.908667430673828
"F42912","F42912","diagnosis","UC",0.908667430673828
"F56618","F56618","diagnosis","UC",0.908667430673828
"F47830","F47830","diagnosis","UC",0.908718418711373
"F1371","F1371","diagnosis","UC",0.908796386235501
"F2876","F2876","diagnosis","UC",0.908810735195634
"F47317","F47317","diagnosis","UC",0.90884071082108
"F58943","F58943","diagnosis","UC",0.908860671356015
"F144","F144","diagnosis","UC",0.908860671356015
"F21515","F21515","diagnosis","UC",0.908860671356015
"F51467","F51467","diagnosis","UC",0.908860671356015
"F59395","F59395","diagnosis","UC",0.908860671356015
"F43800","F43800","diagnosis","UC",0.908860671356015
"F33543","F33543","diagnosis","UC",0.908860671356015
"F52496","F52496","diagnosis","UC",0.908860671356015
"F26848","F26848","diagnosis","UC",0.908860671356015
"F3733","F3733","diagnosis","UC",0.908860671356015
"F15396","F15396","diagnosis","UC",0.908860671356015
"F47272","F47272","diagnosis","UC",0.909053069825677
"F46580","F46580","diagnosis","UC",0.90918511880322
"F4917","F4917","diagnosis","UC",0.909398096514995
"F25527","F25527","diagnosis","UC",0.909489463453102
"F57692","F57692","diagnosis","UC",0.909541795509272
"F43746","F43746","diagnosis","UC",0.909589955638184
"F53606","F53606","diagnosis","UC",0.909589955638184
"F21591","F21591","diagnosis","UC",0.909628359172595
"F17607","F17607","diagnosis","UC",0.909675727460994
"F7713","F7713","diagnosis","UC",0.909705831108436
"F30927","F30927","diagnosis","UC",0.909705831108436
"F36544","F36544","diagnosis","UC",0.909928348780653
"F34833","F34833","diagnosis","UC",0.909928348780653
"F55933","F55933","diagnosis","UC",0.909974116913509
"F26697","F26697","diagnosis","UC",0.910104669119011
"F59741","F59741","diagnosis","UC",0.910104669119011
"F43103","F43103","diagnosis","UC",0.910104669119011
"F47775","F47775","diagnosis","UC",0.910104669119011
"F3090","F3090","diagnosis","UC",0.910205214198887
"F35124","F35124","diagnosis","UC",0.910283116937614
"F54608","F54608","diagnosis","UC",0.910484840751699
"F8198","F8198","diagnosis","UC",0.910484840751699
"F32908","F32908","diagnosis","UC",0.910484840751699
"F25612","F25612","diagnosis","UC",0.910485369832575
"F6074","F6074","diagnosis","UC",0.910519492316217
"F12202","F12202","diagnosis","UC",0.910519492316217
"F4853","F4853","diagnosis","UC",0.910519492316217
"F5963","F5963","diagnosis","UC",0.910519492316217
"F32240","F32240","diagnosis","UC",0.910519492316217
"F22780","F22780","diagnosis","UC",0.910519492316217
"F7153","F7153","diagnosis","UC",0.910519492316217
"F14933","F14933","diagnosis","UC",0.910519492316217
"F33863","F33863","diagnosis","UC",0.910519492316217
"F51004","F51004","diagnosis","UC",0.910519492316217
"F4349","F4349","diagnosis","UC",0.910554806576802
"F54178","F54178","diagnosis","UC",0.910603484279565
"F66476","F66476","diagnosis","UC",0.910692737616718
"F35954","F35954","diagnosis","UC",0.910800995672536
"F54206","F54206","diagnosis","UC",0.910800995672536
"F55026","F55026","diagnosis","UC",0.910810638940189
"F17800","F17800","diagnosis","UC",0.910810638940189
"F11739","F11739","diagnosis","UC",0.9108899874931
"F10942","F10942","diagnosis","UC",0.910999849236767
"F47240","F47240","diagnosis","UC",0.910999849236767
"F56913","F56913","diagnosis","UC",0.910999849236767
"F8652","F8652","diagnosis","UC",0.910999849236767
"F66860","F66860","diagnosis","UC",0.911011796471745
"F9471","F9471","diagnosis","UC",0.91108210176558
"F3055","F3055","diagnosis","UC",0.911085605054172
"F4774","F4774","diagnosis","UC",0.911085605054172
"F37406","F37406","diagnosis","UC",0.911085605054172
"F50613","F50613","diagnosis","UC",0.911085605054172
"F1848","F1848","diagnosis","UC",0.91113907772484
"F34559","F34559","diagnosis","UC",0.91113907772484
"F6373","F6373","diagnosis","UC",0.911166139063656
"F22094","F22094","diagnosis","UC",0.911166139063656
"F27604","F27604","diagnosis","UC",0.911166139063656
"F56490","F56490","diagnosis","UC",0.911166139063656
"F8822","F8822","diagnosis","UC",0.91125253667715
"F54330","F54330","diagnosis","UC",0.9113355826427
"F2429","F2429","diagnosis","UC",0.91137735717116
"F52418","F52418","diagnosis","UC",0.91137735717116
"F25058","F25058","diagnosis","UC",0.91137735717116
"F26482","F26482","diagnosis","UC",0.911410874509581
"F54195","F54195","diagnosis","UC",0.91144788399176
"F23658","F23658","diagnosis","UC",0.91144788399176
"F43850","F43850","diagnosis","UC",0.91144788399176
"F10106","F10106","diagnosis","UC",0.91144788399176
"F54519","F54519","diagnosis","UC",0.91144788399176
"F10663","F10663","diagnosis","UC",0.911464948951383
"F44343","F44343","diagnosis","UC",0.911489289368447
"F13612","F13612","diagnosis","UC",0.911522522003414
"F21116","F21116","diagnosis","UC",0.911522522003414
"F355","F355","diagnosis","UC",0.911522522003414
"F29229","F29229","diagnosis","UC",0.911522522003414
"F65757","F65757","diagnosis","UC",0.911599419190883
"F31556","F31556","diagnosis","UC",0.911602308889625
"F64039","F64039","diagnosis","UC",0.911602308889625
"F49206","F49206","diagnosis","UC",0.911602308889625
"F50623","F50623","diagnosis","UC",0.911602308889625
"F47419","F47419","diagnosis","UC",0.911602308889625
"F48116","F48116","diagnosis","UC",0.911602308889625
"F52511","F52511","diagnosis","UC",0.911602308889625
"F26427","F26427","diagnosis","UC",0.911636632862496
"F6497","F6497","diagnosis","UC",0.911694098994233
"F38418","F38418","diagnosis","UC",0.911694098994233
"F56348","F56348","diagnosis","UC",0.911694098994233
"F62804","F62804","diagnosis","UC",0.911796998147579
"F17721","F17721","diagnosis","UC",0.911866049079281
"F47918","F47918","diagnosis","UC",0.911879124680006
"F46334","F46334","diagnosis","UC",0.91191364480632
"F48901","F48901","diagnosis","UC",0.91191364480632
"F5085","F5085","diagnosis","UC",0.911928193920246
"F27836","F27836","diagnosis","UC",0.911955414379937
"F1934","F1934","diagnosis","UC",0.912225211149124
"F33453","F33453","diagnosis","UC",0.912225211149124
"F9340","F9340","diagnosis","UC",0.912307931797034
"F52886","F52886","diagnosis","UC",0.91245158841813
"F8867","F8867","diagnosis","UC",0.912562646225864
"F56236","F56236","diagnosis","UC",0.912562646225864
"F40042","F40042","diagnosis","UC",0.912562646225864
"F35035","F35035","diagnosis","UC",0.912563491306465
"F8011","F8011","diagnosis","UC",0.912563491306465
"F53979","F53979","diagnosis","UC",0.912563491306465
"F36593","F36593","diagnosis","UC",0.912563491306465
"F49925","F49925","diagnosis","UC",0.912563491306465
"F61777","F61777","diagnosis","UC",0.912563491306465
"F25720","F25720","diagnosis","UC",0.912563491306465
"F47383","F47383","diagnosis","UC",0.912563491306465
"F8981","F8981","diagnosis","UC",0.912666684036591
"F20661","F20661","diagnosis","UC",0.912723730083093
"F49076","F49076","diagnosis","UC",0.912731325979401
"F23261","F23261","diagnosis","UC",0.912807178022311
"F48059","F48059","diagnosis","UC",0.912807178022311
"F14472","F14472","diagnosis","UC",0.912878283119272
"F32313","F32313","diagnosis","UC",0.912878283119272
"F5570","F5570","diagnosis","UC",0.912878283119272
"F65879","F65879","diagnosis","UC",0.912987016980061
"F7322","F7322","diagnosis","UC",0.912988923160616
"F18444","F18444","diagnosis","UC",0.912988923160616
"F4421","F4421","diagnosis","UC",0.91312622527337
"F47265","F47265","diagnosis","UC",0.913137071393875
"F57347","F57347","diagnosis","UC",0.913316124235194
"F14151","F14151","diagnosis","UC",0.913316124235194
"F33763","F33763","diagnosis","UC",0.913316124235194
"F4381","F4381","diagnosis","UC",0.913316124235194
"F64580","F64580","diagnosis","UC",0.913316124235194
"F9037","F9037","diagnosis","UC",0.913609700957916
"F55054","F55054","diagnosis","UC",0.913632439027378
"F19261","F19261","diagnosis","UC",0.913720200140306
"F23037","F23037","diagnosis","UC",0.913736902736785
"F11834","F11834","diagnosis","UC",0.913736902736785
"F37600","F37600","diagnosis","UC",0.913736902736785
"F64527","F64527","diagnosis","UC",0.914057836639523
"F51536","F51536","diagnosis","UC",0.914080932374895
"F52115","F52115","diagnosis","UC",0.914247295938036
"F10849","F10849","diagnosis","UC",0.914247295938036
"F14254","F14254","diagnosis","UC",0.914247295938036
"F49540","F49540","diagnosis","UC",0.914247295938036
"F51865","F51865","diagnosis","UC",0.914247295938036
"F17292","F17292","diagnosis","UC",0.914285174410835
"F17608","F17608","diagnosis","UC",0.914514843366537
"F50531","F50531","diagnosis","UC",0.914567469494716
"F13616","F13616","diagnosis","UC",0.914593552675955
"F12343","F12343","diagnosis","UC",0.914593552675955
